dominio,categoria,entita,prompt,ha_doppio_spazio,spazio_prima_punteggiatura,ha_spazio_iniziale,parentesi_round_sbilanciate,parentesi_quadre_sbilanciate,virgolette_sbilanciate
profession,dance_occupations,Ecstatic_dance,"""The described effects of ecstatic dance include ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,dance_occupations,Waltz,"""The waltz, especially its closed position, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,dance_occupations,Modern_dance,"According to Treva Bedinghaus, ""Modern dancers use ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,dance_occupations,Modern_dance,"""Eleanor King, a modern dancer and choreographer, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,dance_occupations,Postmodern_dance,"""Analytical postmodern dance was also heavily influenced by ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,dance_occupations,Graham_technique,"""The phrase ""Graham technique"" was registered as ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,dance_occupations,Pole_dance,"The 2010 winner of ""Miss Pole Dance ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,dance_occupations,Dance_in_Indonesia,Dance in Indonesia  reflects the country's diversity ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
profession,dance_occupations,Israeli_folk_dancing,"Israeli folk dancing (Hebrew: ריקודי עם, rikudei ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
profession,dance_occupations,Ukrainian_dance,"Ukrainian dance (Ukrainian: Український тaнeць, ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
profession,dance_occupations,African-American_dance,"""African-American dance in curricula: modes of ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,dance_occupations,Dancing_mania,"""Tarantism, dancing mania and demonopathy: the ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,dance_occupations,Dancing_mania,"""Relicts of dancing mania: the dancing procession ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,nursing_specialties,Faith_community_nursing,"(American Nurses Association, 2012, Faith Community Nursing: ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
profession,nursing_specialties,Nursing,The Emergence of Modern Nursing (2nd ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
profession,nursing_specialties,Nursing,Advance of American Nursing  ; ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
profession,nursing_specialties,Neonatal_nurse_practitioner,A neonatal nurse practitioner  is an advanced ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
profession,nursing_specialties,Nursing_theory,"Nursing theory is defined as ""a creative ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,nursing_specialties,Nursing_Minimum_Data_Set,"""Nursing Minimum Data Set for School Nursing Practice: Position ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,nursing_specialties,Nursing_in_Germany,Nursing in Germany  is provided by different ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
profession,writing_occupations,Author,"The author's name ""indicates the status ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,writing_occupations,Blog,"Global Voices aggregates international bloggers, ""with ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,writing_occupations,Blog,"""Blogging and advertising
It is common for ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,writing_occupations,Manuscript_format,"""Manuscript formatting depends greatly on the type ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,writing_occupations,Novelist,"""; he says that the novelist's ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,writing_occupations,Writer,"(In very earlier times, writers used ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
profession,professional_driver_types,Truck_driver,A truck driver  is a person ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
profession,engineering_branches,Engineering,The term engineering  is derived from the ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
profession,engineering_branches,Scientific,"He wrote that scientific knowledge ""consists ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Mechanical_engineering,"), Bachelor of Mechanical Engineering ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
profession,engineering_branches,Biomolecular_engineering,"According to ABET, biomolecular engineering curricula ""must ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Petroleum_product,Petroleum products   are materials derived from ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
profession,engineering_branches,Ecological_engineering,defined ecological engineering as: 1) utilizing ecological ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
profession,engineering_branches,Ecological_engineering,"Mitsch, Ecological engineering—""a cooperative role with the ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Ecological_engineering,"""Ecological engineering in water resources: The benefits ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Ecological_engineering,"""Ecological engineering for sustainable agriculture in arid ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Irrigation,Irrigation helps to  grow agricultural ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
profession,engineering_branches,Irrigation,"New Orleans, Louisiana)
Underirrigation or irrigation giving ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
profession,engineering_branches,Irrigation,in drip line irrigation) gives poor ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
profession,engineering_branches,Mining_engineering,or M.Eng and Ph.D.) in Mining Engineering.In ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
profession,engineering_branches,Mining_engineering,and Ph.D.) in Mining Engineering.Some Mining Engineers ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
profession,engineering_branches,Built_environment,"""The built environment encompasses places and spaces ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Built_environment,"""Health and the Built Environment: 10 Years ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Built_environment,"""Social Capital and the Built Environment: The ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Hydraulic_engineering,Hydraulic Engineering in the 21st Century : ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
profession,engineering_branches,Dam,"""Dams from the Roman Era in ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Electromagnetism,"(For more information, see Classical ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
profession,engineering_branches,Electronic_engineering,Electronic engineering  is an electrical engineering ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
profession,engineering_branches,Computer_engineering,"According to BLS, ""a computer engineering major ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Digital_electronics,Digital electronics  is a field of ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
profession,engineering_branches,Software_engineering,"The IEEE also promulgates a ""Software Engineering ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Software_engineering,"Object-oriented software engineering : using UML, patterns, ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
profession,engineering_branches,Software_engineering,"Software engineering for embedded systems : methods, ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
profession,engineering_branches,Measuring_instrument,"Today, the  usual measuring instruments for ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
profession,engineering_branches,Partial_discharge,"In electrical engineering,  partial discharge is ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
profession,engineering_branches,Partial_discharge,Partial discharge measurement is applicable  to ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
profession,engineering_branches,Electric_motors,Household uses) of electric motors reduced heavy ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
profession,engineering_branches,Refrigeration,"Refrigeration can be defined as ""The ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Aeronautics,"Hierarchical taxonomy
""Ideas in Aeronautics & ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Nanotechnology,Nanotechnology is  manipulation of ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
profession,engineering_branches,Bioinformatics,Bioinformatics  is an interdisciplinary field ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
profession,engineering_branches,Biomaterial,A biomaterial is  any substance ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
profession,engineering_branches,Speech_recognition,"echoes, room acoustics)Speech recognition is a ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
profession,engineering_branches,Medical_imaging,"including ""Medical imaging produced by x-rays, ultrasounds, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Medical_imaging,"""Medical imaging may possibly be included in ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Neural_engineering,"""Neural engineering—a new discipline for analyzing and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Neural_engineering,"Neural engineering : computation, representation, and dynamics ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
profession,engineering_branches,Neural_engineering,"""""Comment on ""What is Neural ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Systems_biology,"""Systems ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Synthetic_biology,European commission Synthetic biology and biodiversity ; ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
profession,engineering_branches,Lightning,"[Matthew 24:27][Luke 17:24]The expression ""Lightning never ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Lightning,"""Photographing Lightning with a Moving ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Security,food security); as resilience against potential ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
profession,engineering_branches,Escalator,"""The alleged intended capitalization of ""escalator"" ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Elevator,"(In a bank of elevators, traffic ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
profession,engineering_branches,Elevator,"""New Elevator Technology: The Machine Room-Less ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Gas,"a noble gas like neon), elemental ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
profession,engineering_branches,Gas,"An example where the ""ideal gas ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Wind_turbine,Wind turbines are manufactured  in a ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
profession,engineering_branches,Information,"""The Effect of Lexicographical Information Costs ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Data_science,"Data science is a ""concept to unify ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Artificial_intelligence,"Edward Fredkin argues that ""artificial intelligence is ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Control_theory,"""Modern Control Theory – A historical ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Information_theory,"""Concepts from information theory such as redundancy ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Information_theory,""", Journal of Chemical Education
IEEE Information Theory ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Computer_vision,"""Computer vision is concerned with the automatic ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Systems_engineering,"DAU Systems Engineering Fundamentals: ""an integrated composite ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Systems_engineering,"INCOSE Systems Engineering Handbook: ""homogeneous entity that ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Systems_engineering,"NASA Systems Engineering Handbook: ""(1) The combination of ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Systems_engineering,"Basically, proposal engineering uses the ""systems engineering ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Systems_engineering,"), Modeling and Simulation-Based Systems Engineering Handbook, ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
profession,engineering_branches,Optomechatronics,"In engineering, optomechatronics  is a ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
profession,engineering_branches,Military_engineering,"""Military engineering is an academic subject taught ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Nanoelectronics,"""A Short Review on Deep-Sub-Voltage ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Medical_physics,Education of healthcare professionals (including medical physics ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
profession,engineering_branches,Reservoir_engineering,"Dake, L.P., 1978, ""Fundamentals of Reservoir ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Reservoir_engineering,"Slider, H.C. 1976 ""Practical Petroleum Reservoir ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Wayback_Machine,"""The name Wayback Machine was chosen as ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Interdisciplinarity,"""New Directions in Interdisciplinarity: Broad, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Interdisciplinarity,"""Interdisciplinary foundations: reflecting on interdisciplinarity and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,engineering_branches,Audio_engineer,"Audio engineers work on the ""...technical ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselors and survivors of childhood cancer: ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselors' perceptions and experience with acceleration ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselor program choice and self-efficacy: Relationship ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Change-Agent-for-Equity model: A framework for school ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Exploring how school counselors position low-income African ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselor accountability: The path to social ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselor dispositions as predictors of data ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""The school counselor activity rating scale: ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselors as accountability leaders: Another ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""The beliefs and practices of school counselors ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"Alexandria, VA:  American School Counselor ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
profession,mental_health_occupations,School_counselor,"""Investigating the psychometric properties of School Counselor ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Empowerment theory for the professional school counselor: ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Change-Agent-for-Equity model: A framework for school ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselors' strategies for social justice change: ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Listen to the voices: School counselors and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselors: Closing achievement gaps and writing ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselor beliefs about ASCA National Model ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Change-Agent-for-Equity model: A framework for school ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""A comparison of existing school counselor program ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselors' attitudes regarding statewide comprehensive developmental ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Day-to-day activities of school counselors: Alignment with ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""The beliefs and practices of school counselors ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselors' partnerships working with linguistically diverse ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Who sees the school counselor for college ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselors as social capital: The effects ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Connecticut professional school counselors: College and career ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Change-Agent-for-Equity model: A framework for school ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselor assignment in secondary ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselors and collaboration: Finding resources through ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Missouri professional school counselors: Ratios matter, especially ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Connecticut professional school counselors: College and career ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""An exploration of school counselors' demands and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselors and the influence of Adler: ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Faces of the future: School counselors as ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselors' self-perceived Asian American counseling ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Student risk-taking behaviors: When do school counselors ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselor advocacy: When law and ethics ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"Alexandria, VA:  American School Counselor ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
profession,mental_health_occupations,School_counselor,"""The role of school counselors in addressing ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""The experiences of school counselors-in-training in group ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Homonegativity among professional school counselors: An ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Professional school counselors and the practice of ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Principals' perceptions of school counselor roles and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselors and principals: Partners in ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselor induction and the importance of ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Introduction to special issue: The school counselor ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Secondary school counselors as educational leaders: Shifting ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""High school counselors' views of their leadership ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Four views of the professional school counselor ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""The school counselor's role in facilitating multisystemic ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselors' and school principals' perceptions of ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Change-Agent-for-Equity model: A framework for school ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselor educators as educational leaders promoting ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Perceptions of school counselors and school principals ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Contribution of professional school counselors' values and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Principals' perceptions of elementary school counselors' role ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Single-subject research design for school counselors: Becoming ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Missouri professional school counselors: Ratios matter, especially ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""How school counselors can help prevent online ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselors and the cyberbully: Interventions and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Obesity prevention among Latino youth: School counselors' ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Missouri professional school counselors: Ratios matter, especially ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""The role of the rural school counselor: ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselors' partnerships working with linguistically diverse ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselors' perceptions of their involvement in ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselors' roles in developing partnerships with ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School-family-community partnerships: Implications for school counselors to ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Culturally competent collaboration: School counselor collaboration with ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselor induction and the importance of ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Ethical and legal issues in school counselor ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Preparing school counselors to be leaders and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselor supervisors' perceptions of the discrimination ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Supervising school counselors and interns: Resources for ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Development of the School Counselor Self-Efficacy ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselor roles: Discrepancies between actual practice ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Teacher perceptions and expectations of school counselor ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""The role of school counselors in meeting ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""School counselors: Becoming key players in school ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Inducting the transformed school counselor into the ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Change-Agent-for-Equity model: A framework for school ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""An exploration of 21st Century school counselors' ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""Teacher perceptions of the professional school counselor ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""The school counselor activity rating scale: ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""The school counselor as an emerging professional ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,School_counselor,"""The school counselor alumni peer consultation ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,Social_worker,"–International Federation of Social Workers ""Social work ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,mental_health_occupations,Social_worker,"–National Association of Social Workers""Social workers work ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,theatre_personnel,Sound_design,Sound design commonly involves performing (see ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
profession,theatre_personnel,Movement_director,"""Movement Directors: the secret weapons of theatre, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,theatre_personnel,Audio_engineer,"Audio engineers work on the ""...technical ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,theatre_personnel,Musician,"Musicians wrote to be ""...objective, while ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,theatre_personnel,Musical_theatre,"Musical theatre writer Andrew Lamb notes, ""The ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,theatre_personnel,Tragedy,Tragedy  is a form of ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
profession,theatre_personnel,Tragedy,"Arthur Miller's essay ""Tragedy and the ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,theatre_personnel,Tragedy,"""You emerge from tragedy equipped against ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,theatre_personnel,Improvisational_theatre,"""Training to imagine practical improvisational theatre techniques ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,theatre_personnel,Opera,Opera  is a form of ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
profession,theatre_personnel,Opera,")However, operatic modernism's use of atonality ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
profession,theatre_personnel,Opera,"""The biggest chunk of operatic training ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,theatre_personnel,Scenography,":

""Scenography is the seamless synthesis of ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,theatre_personnel,Rehearsal,"A  ""dress rehearsal"" is a rehearsal ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
profession,corporate_titles,Chief_Investment_Officer,"""Whenever the role of the chief investment officer ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,corporate_titles,Human_resources,"""Human resources and industrial relations: Commonalities and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
profession,corporate_titles,Supply-chain_management,Supply-chain management has been defined  as ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
