"domain","subject","alias","replacement","source","enabled","review_reason"
"race","John_Philip_Holland","John Philip Holland","Person","subject_label",TRUE,
"race","Simon_Hullihen","Simon Hullihen","Person","subject_label",TRUE,
"race","Lance_Armstrong","Lance Armstrong","Person","subject_label",TRUE,
"race","James_J._Braddock","James J. Braddock","Person","subject_label",TRUE,
"race","Billy_Conn","Billy Conn","Person","subject_label",TRUE,
"race","Gerry_Cooney","Gerry Cooney","Person","subject_label",TRUE,
"race","Matt_Cullen","Matt Cullen","Person","subject_label",TRUE,
"race","Jack_Dempsey","Jack Dempsey","Person","subject_label",TRUE,
"race","Whitey_Ford","Whitey Ford","Person","subject_label",TRUE,
"race","Tommy_Gibbons","Tommy Gibbons","Person","subject_label",TRUE,
"race","Matt_Hardy","Matt Hardy","Person","subject_label",TRUE,
"race","Ben_Hogan","Ben Hogan","Person","subject_label",TRUE,
"race","Patrick_Kane","Patrick Kane","Person","subject_label",TRUE,
"race","Tommy_Loughran","Tommy Loughran","Person","subject_label",TRUE,
"race","John_McEnroe","John McEnroe","Person","subject_label",TRUE,
"race","Connor_Murphy","Connor Murphy","Person","subject_label",TRUE,
"race","Ted_Potter_Jr.","Ted Potter Jr.","Person","subject_label",TRUE,
"race","Kelly_Slater","Kelly Slater","Person","subject_label",TRUE,
"race","Sam_Snead","Sam Snead","Person","subject_label",TRUE,
"race","John_L._Sullivan","John L. Sullivan","Person","subject_label",TRUE,
"race","Joseph_Breen","Joseph Breen","Person","subject_label",TRUE,
"race","Frank_E._Butler","Frank E. Butler","Person","subject_label",TRUE,
"race","R._Nicholas_Burns","R. Nicholas Burns","Person","subject_label",TRUE,
"race","John_Dunlap","John Dunlap","Person","subject_label",TRUE,
"race","Henry_Louis_Gates","Henry Louis Gates","Person","subject_label",TRUE,
"race","Ann_Glover","Ann Glover","Person","subject_label",TRUE,
"race","Dan_Harrington","Dan Harrington","Person","subject_label",TRUE,
"race","James_Augustine_Healy","James Augustine Healy","Person","subject_label",TRUE,
"race","Patrick_Francis_Healy","Patrick Francis Healy","Person","subject_label",TRUE,
"race","Mary_Jemison","Mary Jemison","Person","subject_label",TRUE,
"race","Margaret_McCarthy","Margaret McCarthy","Person","subject_label",TRUE,
"race","Paul_Charles_Morphy","Paul Charles Morphy","Person","subject_label",TRUE,
"race","Andrew_Anglin","Andrew Anglin","Person","subject_label",TRUE,
"race","Kathleen_Willey","Kathleen Willey","Person","subject_label",TRUE,
"race","Paula_Jones","Paula Jones","Person","subject_label",TRUE,
"race","Ralph_Modjeski","Ralph Modjeski","Person","subject_label",TRUE,
"race","Leon_M._Goldstein","Leon M. Goldstein","Person","subject_label",TRUE,
"race","Anna_Anka","Anna Anka","Person","subject_label",TRUE,
"race","Stanley_Andrews","Stanley Andrews","Person","subject_label",TRUE,
"race","David_Arquette","David Arquette","Person","subject_label",TRUE,
"race","Jacob_Artist","Jacob Artist","Person","subject_label",TRUE,
"race","Joe_Augustyn","Joe Augustyn","Person","subject_label",TRUE,
"race","Carroll_Baker","Carroll Baker","Person","subject_label",TRUE,
"race","Jack_Benny","Jack Benny","Person","subject_label",TRUE,
"race","Carlos_Bernard","Carlos Bernard","Person","subject_label",TRUE,
"race","Jon_Bon_Jovi","Jon Bon Jovi","Person","subject_label",TRUE,
"race","Andrew_Bryniarski","Andrew Bryniarski","Person","subject_label",TRUE,
"race","Liz_Cackowski","Liz Cackowski","Person","subject_label",TRUE,
"race","Jessica_Cauffiel","Jessica Cauffiel","Person","subject_label",TRUE,
"race","Robert_Conrad","Robert Conrad","Person","subject_label",TRUE,
"race","George_Dzundza","George Dzundza","Person","subject_label",TRUE,
"race","Jason_David_Frank","Jason David Frank","Person","subject_label",TRUE,
"race","Gilda_Gray","Gilda Gray","Person","subject_label",TRUE,
"race","Zach_Grenier","Zach Grenier","Person","subject_label",TRUE,
"race","John_Hodiak","John Hodiak","Person","subject_label",TRUE,
"race","Bonnie_Hunt","Bonnie Hunt","Person","subject_label",TRUE,
"race","Scarlett_Johansson","Scarlett Johansson","Person","subject_label",TRUE,
"race","Jake_Johnson","Jake Johnson","Person","subject_label",TRUE,
"race","Angelina_Jolie","Angelina Jolie","Person","subject_label",TRUE,
"race","Ted_Knight","Ted Knight","Person","subject_label",TRUE,
"race","Kristof_Konrad","Kristof Konrad","Person","subject_label",TRUE,
"race","Jane_Krakowski","Jane Krakowski","Person","subject_label",TRUE,
"race","Ally_McBeal","Ally McBeal","Person","subject_label",TRUE,
"race","John_Krasinski","John Krasinski","Person","subject_label",TRUE,
"race","Lisa_Lampanelli","Lisa Lampanelli","Person","subject_label",TRUE,
"race","Rose_Marie","Rose Marie","Person","subject_label",TRUE,
"race","Ross_Martin","Ross Martin","Person","subject_label",TRUE,
"race","Wild_Wild_West","Wild Wild West","Person","subject_label",TRUE,
"race","Izabella_Miko","Izabella Miko","Person","subject_label",TRUE,
"race","Paul_Newman","Paul Newman","Person","subject_label",TRUE,
"race","Jerry_Orbach","Jerry Orbach","Person","subject_label",TRUE,
"race","Frank_Oz","Frank Oz","Person","subject_label",TRUE,
"race","Gwyneth_Paltrow","Gwyneth Paltrow","Person","subject_label",TRUE,
"race","James_Penzi","James Penzi","Person","subject_label",TRUE,
"race","Mary_Kay_Place","Mary Kay Place","Person","subject_label",TRUE,
"race","Scott_Rogowsky","Scott Rogowsky","Person","subject_label",TRUE,
"race","Ronda_Rousey","Ronda Rousey","Person","subject_label",TRUE,
"race","Meg_Ryan","Meg Ryan","Person","subject_label",TRUE,
"race","Thomas_Sadoski","Thomas Sadoski","Person","subject_label",TRUE,
"race","Liev_Schreiber","Liev Schreiber","Person","subject_label",TRUE,
"race","Joseph_Sikora","Joseph Sikora","Person","subject_label",TRUE,
"race","Ben_Stiller","Ben Stiller","Person","subject_label",TRUE,
"race","Keith_Szarabajka","Keith Szarabajka","Person","subject_label",TRUE,
"race","Meghan_Trainor","Meghan Trainor","Person","subject_label",TRUE,
"race","Liv_Tyler","Liv Tyler","Person","subject_label",TRUE,
"race","Tom_Tyler","Tom Tyler","Person","subject_label",TRUE,
"race","Travis_Van_Winkle","Travis Van Winkle","Person","subject_label",TRUE,
"race","Jean_Wallace","Jean Wallace","Person","subject_label",TRUE,
"race","Devon_Werkheiser","Devon Werkheiser","Person","subject_label",TRUE,
"race","Steve_Wilkos","Steve Wilkos","Person","subject_label",TRUE,
"race","Pia_Zadora","Pia Zadora","Person","subject_label",TRUE,
"race","Sheri_Moon_Zombie","Sheri Moon Zombie","Person","subject_label",TRUE,
"race","Chris_Zylka","Chris Zylka","Person","subject_label",TRUE,
"race","John_S._Flizikowski","John S. Flizikowski","Person","subject_label",TRUE,
"race","Norman_Jaffe","Norman Jaffe","Person","subject_label",TRUE,
"race","Daniel_Libeskind","Daniel Libeskind","Person","subject_label",TRUE,
"race","Witold_Rybczynski","Witold Rybczynski","Person","subject_label",TRUE,
"race","Richard_Anuszkiewicz","Richard Anuszkiewicz","Person","subject_label",TRUE,
"race","Hedwig_Gorski","Hedwig Gorski","Person","subject_label",TRUE,
"race","Frank_Kozik","Frank Kozik","Person","subject_label",TRUE,
"race","Jan_Lorenc","Jan Lorenc","Person","subject_label",TRUE,
"race","Ed_Paschke","Ed Paschke","Person","subject_label",TRUE,
"race","Jan_Sawka","Jan Sawka","Person","subject_label",TRUE,
"race","Julian_Stanczak","Julian Stanczak","Person","subject_label",TRUE,
"race","Arthur_Szyk","Arthur Szyk","Person","subject_label",TRUE,
"race","Jack_Tworkov","Jack Tworkov","Person","subject_label",TRUE,
"race","Jurek_Wajdowicz","Jurek Wajdowicz","Person","subject_label",TRUE,
"race","Krzysztof_Wodiczko","Krzysztof Wodiczko","Person","subject_label",TRUE,
"race","Korczak_Ziolkowski","Korczak Ziolkowski","Person","subject_label",TRUE,
"race","George_Adamski","George Adamski","Person","subject_label",TRUE,
"race","Douglas_Blazek","Douglas Blazek","Person","subject_label",TRUE,
"race","Charles_Bukowski","Charles Bukowski","Person","subject_label",TRUE,
"race","Virginia_C._Bulat","Virginia C. Bulat","Person","subject_label",TRUE,
"race","Mark_Z._Danielewski","Mark Z. Danielewski","Person","subject_label",TRUE,
"race","John_Guzlowski","John Guzlowski","Person","subject_label",TRUE,
"race","Lelord_Kordel","Lelord Kordel","Person","subject_label",TRUE,
"race","Jerzy_Kosinski","Jerzy Kosinski","Person","subject_label",TRUE,
"race","Andrew_Nagorski","Andrew Nagorski","Person","subject_label",TRUE,
"race","Michael_Alfred_Peszke","Michael Alfred Peszke","Person","subject_label",TRUE,
"race","David_Pietrusza","David Pietrusza","Person","subject_label",TRUE,
"race","James_Rollins","James Rollins","Person","subject_label",TRUE,
"race","Maurice_Sendak","Maurice Sendak","Person","subject_label",TRUE,
"race","Leo_Yankevich","Leo Yankevich","Person","subject_label",TRUE,
"race","George_Zebrowski","George Zebrowski","Person","subject_label",TRUE,
"race","Shirley_Clarke","Shirley Clarke","Person","subject_label",TRUE,
"race","Max_Fleischer","Max Fleischer","Person","subject_label",TRUE,
"race","Betty_Boop","Betty Boop","Person","subject_label",TRUE,
"race","Samuel_Goldwyn","Samuel Goldwyn","Person","subject_label",TRUE,
"race","Gene_Gutowski","Gene Gutowski","Person","subject_label",TRUE,
"race","Roman_Polanski","Roman Polanski","Person","subject_label",TRUE,
"race","Stanley_Kubrick","Stanley Kubrick","Person","subject_label",TRUE,
"race","Martin_Kunert","Martin Kunert","Person","subject_label",TRUE,
"race","Aaron_Spelling","Aaron Spelling","Person","subject_label",TRUE,
"race","Sam_Spiegel","Sam Spiegel","Person","subject_label",TRUE,
"race","Lilly_Wachowski","Lilly Wachowski","Person","subject_label",TRUE,
"race","Lana_Wachowski","Lana Wachowski","Person","subject_label",TRUE,
"race","Albert_Warner","Albert Warner","Person","subject_label",TRUE,
"race","Harry_Warner","Harry Warner","Person","subject_label",TRUE,
"race","Sam_Warner","Sam Warner","Person","subject_label",TRUE,
"race","Tommy_Wiseau","Tommy Wiseau","Person","subject_label",TRUE,
"race","Billy_Wilder","Billy Wilder","Person","subject_label",TRUE,
"race","Rita_Cosby","Rita Cosby","Person","subject_label",TRUE,
"race","Christopher_Hitchens","Christopher Hitchens","Person","subject_label",TRUE,
"race","Wanda_Jablonski","Wanda Jablonski","Person","subject_label",TRUE,
"race","Larry_King","Larry King","Person","subject_label",TRUE,
"race","John_Kobylt","John Kobylt","Person","subject_label",TRUE,
"race","Max_Kolonko","Max Kolonko","Person","subject_label",TRUE,
"race","Michelle_Kosinski","Michelle Kosinski","Person","subject_label",TRUE,
"race","Alan_Krashesky","Alan Krashesky","Person","subject_label",TRUE,
"race","Mike_Royko","Mike Royko","Person","subject_label",TRUE,
"race","Elaine_Klimaszewski","Elaine Klimaszewski","Person","subject_label",TRUE,
"race","Joanna_Krupa","Joanna Krupa","Person","subject_label",TRUE,
"race","Beth_Ostrosky_Stern","Beth Ostrosky Stern","Person","subject_label",TRUE,
"race","Howard_Stern","Howard Stern","Person","subject_label",TRUE,
"race","Anja_Rubik","Anja Rubik","Person","subject_label",TRUE,
"race","Esther_Allan","Esther Allan","Person","subject_label",TRUE,
"race","Rosalie_Allen","Rosalie Allen","Person","subject_label",TRUE,
"race","Eddie_Blazonczyk","Eddie Blazonczyk","Person","subject_label",TRUE,
"race","Mike_Bordin","Mike Bordin","Person","subject_label",TRUE,
"race","Leonard_Chess","Leonard Chess","Person","subject_label",TRUE,
"race","Phil_Chess","Phil Chess","Person","subject_label",TRUE,
"race","John_Curulewski","John Curulewski","Person","subject_label",TRUE,
"race","Neil_Diamond","Neil Diamond","Person","subject_label",TRUE,
"race","Henry_Doktorski","Henry Doktorski","Person","subject_label",TRUE,
"race","Adam_Dutkiewicz","Adam Dutkiewicz","Person","subject_label",TRUE,
"race","Paul_Gilbert","Paul Gilbert","Person","subject_label",TRUE,
"race","Leopold_Godowsky","Leopold Godowsky","Person","subject_label",TRUE,
"race","Benny_Goodman","Benny Goodman","Person","subject_label",TRUE,
"race","Donnie_Hamzik","Donnie Hamzik","Person","subject_label",TRUE,
"race","Josef_Hofmann","Josef Hofmann","Person","subject_label",TRUE,
"race","Sarah_Jarosz","Sarah Jarosz","Person","subject_label",TRUE,
"race","Bobby_Jarzombek","Bobby Jarzombek","Person","subject_label",TRUE,
"race","Ron_Jarzombek","Ron Jarzombek","Person","subject_label",TRUE,
"race","Greg_Kihn","Greg Kihn","Person","subject_label",TRUE,
"race","Frank_Klepacki","Frank Klepacki","Person","subject_label",TRUE,
"race","Gene_Krupa","Gene Krupa","Person","subject_label",TRUE,
"race","Geddy_Lee","Geddy Lee","Person","subject_label",TRUE,
"race","Adam_Makowicz","Adam Makowicz","Person","subject_label",TRUE,
"race","Marilyn_Manson","Marilyn Manson","Person","subject_label",TRUE,
"race","Marilyn_Mazur","Marilyn Mazur","Person","subject_label",TRUE,
"race","Paul_Mazurkiewicz","Paul Mazurkiewicz","Person","subject_label",TRUE,
"race","Ken_Peplowski","Ken Peplowski","Person","subject_label",TRUE,
"race","Gene_Pitney","Gene Pitney","Person","subject_label",TRUE,
"race","Bogdan_Raczynski","Bogdan Raczynski","Person","subject_label",TRUE,
"race","Frederic_Rzewski","Frederic Rzewski","Person","subject_label",TRUE,
"race","Neil_Sedaka","Neil Sedaka","Person","subject_label",TRUE,
"race","Stevenson_Sedgwick","Stevenson Sedgwick","Person","subject_label",TRUE,
"race","Jacques_Singer","Jacques Singer","Person","subject_label",TRUE,
"race","Alkaline_Trio","Alkaline Trio","Person","subject_label",TRUE,
"race","Ruth_Slenczynska","Ruth Slenczynska","Person","subject_label",TRUE,
"race","Hillel_Slovak","Hillel Slovak","Person","subject_label",TRUE,
"race","Walt_Solek","Walt Solek","Person","subject_label",TRUE,
"race","Paul_Stanley","Paul Stanley","Person","subject_label",TRUE,
"race","Roman_Totenberg","Roman Totenberg","Person","subject_label",TRUE,
"race","Thomas_Tyra","Thomas Tyra","Person","subject_label",TRUE,
"race","Bobby_Vinton","Bobby Vinton","Person","subject_label",TRUE,
"race","Franciszek_Zachara","Franciszek Zachara","Person","subject_label",TRUE,
"race","Kinga_Philipps","Kinga Philipps","Person","subject_label",TRUE,
"race","Janelle_Pierzina","Janelle Pierzina","Person","subject_label",TRUE,
"race","Pat_Sajak","Pat Sajak","Person","subject_label",TRUE,
"race","Jon_Stewart","Jon Stewart","Person","subject_label",TRUE,
"race","Paul_Winchell","Paul Winchell","Person","subject_label",TRUE,
"race","Walter_Bobbie","Walter Bobbie","Person","subject_label",TRUE,
"race","Lillian_Lux","Lillian Lux","Person","subject_label",TRUE,
"race","John_Gromada","John Gromada","Person","subject_label",TRUE,
"race","Chloe_Lukasiak","Chloe Lukasiak","Person","subject_label",TRUE,
"race","Anna_Sokolow","Anna Sokolow","Person","subject_label",TRUE,
"race","Zypora_Spaisman","Zypora Spaisman","Person","subject_label",TRUE,
"race","Marta_Wittkowska","Marta Wittkowska","Person","subject_label",TRUE,
"race","Andrzej_Beck","Andrzej Beck","Person","subject_label",TRUE,
"race","Jennifer_Dulski","Jennifer Dulski","Person","subject_label",TRUE,
"race","Olga_Erteszek","Olga Erteszek","Person","subject_label",TRUE,
"race","Roman_Galinski","Roman Galinski","Person","subject_label",TRUE,
"race","David_Geffen","David Geffen","Person","subject_label",TRUE,
"race","Leo_Gerstenzang","Leo Gerstenzang","Person","subject_label",TRUE,
"race","Alan_Greenspan","Alan Greenspan","Person","subject_label",TRUE,
"race","Koch_Foods","Koch Foods","Person","subject_label",TRUE,
"race","Ron_Grzywinski","Ron Grzywinski","Person","subject_label",TRUE,
"race","Nathan_Handwerker","Nathan Handwerker","Person","subject_label",TRUE,
"race","John_Koza","John Koza","Person","subject_label",TRUE,
"race","Marcin_Kleczynski","Marcin Kleczynski","Person","subject_label",TRUE,
"race","Dennis_Kozlowski","Dennis Kozlowski","Person","subject_label",TRUE,
"race","Anthony_Levandowski","Anthony Levandowski","Person","subject_label",TRUE,
"race","John_Mojecki","John Mojecki","Person","subject_label",TRUE,
"race","Luke_Nosek","Luke Nosek","Person","subject_label",TRUE,
"race","Edward_P._Roski","Edward P. Roski","Person","subject_label",TRUE,
"race","Frank_Piasecki","Frank Piasecki","Person","subject_label",TRUE,
"race","Helena_Rubinstein","Helena Rubinstein","Person","subject_label",TRUE,
"race","Martha_Stewart","Martha Stewart","Person","subject_label",TRUE,
"race","Bob_Stupak","Bob Stupak","Person","subject_label",TRUE,
"race","Jack_Tramiel","Jack Tramiel","Person","subject_label",TRUE,
"race","Sanford_I._Weill","Sanford I. Weill","Person","subject_label",TRUE,
"race","Warren_Winiarski","Warren Winiarski","Person","subject_label",TRUE,
"race","Steve_Wozniak","Steve Wozniak","Person","subject_label",TRUE,
"race","Michael_J._Wytrwal","Michael J. Wytrwal","Person","subject_label",TRUE,
"race","John_Scolvus","John Scolvus","Person","subject_label",TRUE,
"race","Sylvester_Antolak","Sylvester Antolak","Person","subject_label",TRUE,
"race","Ralph_Ignatowski","Ralph Ignatowski","Person","subject_label",TRUE,
"race","Jan_Karski","Jan Karski","Person","subject_label",TRUE,
"race","Robert_J._Modrzejewski","Robert J. Modrzejewski","Person","subject_label",TRUE,
"race","Richard_F._Natonski","Richard F. Natonski","Person","subject_label",TRUE,
"race","Hyman_G._Rickover","Hyman G. Rickover","Person","subject_label",TRUE,
"race","Colin_Powell","Colin Powell","Person","subject_label",TRUE,
"race","Frank_P._Witek","Frank P. Witek","Person","subject_label",TRUE,
"race","Anna_Maria_Anders","Anna Maria Anders","Person","subject_label",TRUE,
"race","Jackie_Biskupski","Jackie Biskupski","Person","subject_label",TRUE,
"race","Zbigniew_Brzezinski","Zbigniew Brzezinski","Person","subject_label",TRUE,
"race","Susan_Bysiewicz","Susan Bysiewicz","Person","subject_label",TRUE,
"race","John_D._Cherry","John D. Cherry","Person","subject_label",TRUE,
"race","Andrew_R._Ciesla","Andrew R. Ciesla","Person","subject_label",TRUE,
"race","Mark_Critz","Mark Critz","Person","subject_label",TRUE,
"race","Ed_Derwinski","Ed Derwinski","Person","subject_label",TRUE,
"race","Thaddeus_J._Dulski","Thaddeus J. Dulski","Person","subject_label",TRUE,
"race","Kendel_Ehrlich","Kendel Ehrlich","Person","subject_label",TRUE,
"race","Chuck_Hagel","Chuck Hagel","Person","subject_label",TRUE,
"race","Kyle_Janek","Kyle Janek","Person","subject_label",TRUE,
"race","Casimir_Kendziorski","Casimir Kendziorski","Person","subject_label",TRUE,
"race","Jerry_Kleczka","Jerry Kleczka","Person","subject_label",TRUE,
"race","George_D._Maziarz","George D. Maziarz","Person","subject_label",TRUE,
"race","Edmund_Muskie","Edmund Muskie","Person","subject_label",TRUE,
"race","Ed_Pawlowski","Ed Pawlowski","Person","subject_label",TRUE,
"race","Adam_Przeworski","Adam Przeworski","Person","subject_label",TRUE,
"race","Nicholas_Andrew_Rey","Nicholas Andrew Rey","Person","subject_label",TRUE,
"race","Dan_Rostenkowski","Dan Rostenkowski","Person","subject_label",TRUE,
"race","Susan_Sadlowski_Garza","Susan Sadlowski Garza","Person","subject_label",TRUE,
"race","Bernie_Sanders","Bernie Sanders","Person","subject_label",TRUE,
"race","Bart_Stupak","Bart Stupak","Person","subject_label",TRUE,
"race","Richard_Trumka","Richard Trumka","Person","subject_label",TRUE,
"race","Aldona_Wos","Aldona Wos","Person","subject_label",TRUE,
"race","Paul_Gregory_Bootkoski","Paul Gregory Bootkoski","Person","subject_label",TRUE,
"race","Walter_Ciszek","Walter Ciszek","Person","subject_label",TRUE,
"race","Jerome_Edward_Listecki","Jerome Edward Listecki","Person","subject_label",TRUE,
"race","David_Miscavige","David Miscavige","Person","subject_label",TRUE,
"race","Leopold_Moczygemba","Leopold Moczygemba","Person","subject_label",TRUE,
"race","Henryk_Arctowski","Henryk Arctowski","Person","subject_label",TRUE,
"race","Paul_Baran","Paul Baran","Person","subject_label",TRUE,
"race","Jozef_Cywinski","Jozef Cywinski","Person","subject_label",TRUE,
"race","Elonka_Dunin","Elonka Dunin","Person","subject_label",TRUE,
"race","Andrzej_Ehrenfeucht","Andrzej Ehrenfeucht","Person","subject_label",TRUE,
"race","Kazimierz_Fajans","Kazimierz Fajans","Person","subject_label",TRUE,
"race","Richard_Feynman","Richard Feynman","Person","subject_label",TRUE,
"race","Casimir_Funk","Casimir Funk","Person","subject_label",TRUE,
"race","Walter_Golaski","Walter Golaski","Person","subject_label",TRUE,
"race","Leonid_Hurwicz","Leonid Hurwicz","Person","subject_label",TRUE,
"race","Christopher_Jargocki","Christopher Jargocki","Person","subject_label",TRUE,
"race","Hilary_Koprowski","Hilary Koprowski","Person","subject_label",TRUE,
"race","Alfred_Korzybski","Alfred Korzybski","Person","subject_label",TRUE,
"race","Janusz_Liberkowski","Janusz Liberkowski","Person","subject_label",TRUE,
"race","Bronislaw_Malinowski","Bronislaw Malinowski","Person","subject_label",TRUE,
"race","Albert_Abraham_Michelson","Albert Abraham Michelson","Person","subject_label",TRUE,
"race","Tomasz_Mrowka","Tomasz Mrowka","Person","subject_label",TRUE,
"race","Jan_Mycielski","Jan Mycielski","Person","subject_label",TRUE,
"race","Isidor_Isaac_Rabi","Isidor Isaac Rabi","Person","subject_label",TRUE,
"race","Albert_Sabin","Albert Sabin","Person","subject_label",TRUE,
"race","Maria_Siemionow","Maria Siemionow","Person","subject_label",TRUE,
"race","Igor_Sikorsky","Igor Sikorsky","Person","subject_label",TRUE,
"race","Ryszard_Syski","Ryszard Syski","Person","subject_label",TRUE,
"race","Alfred_Tarski","Alfred Tarski","Person","subject_label",TRUE,
"race","Adam_Ulam","Adam Ulam","Person","subject_label",TRUE,
"race","Thaddeus_Vincenty","Thaddeus Vincenty","Person","subject_label",TRUE,
"race","Frank_Wilczek","Frank Wilczek","Person","subject_label",TRUE,
"race","Aleksander_Wolszczan","Aleksander Wolszczan","Person","subject_label",TRUE,
"race","Mark_Fidrych","Mark Fidrych","Person","subject_label",TRUE,
"race","Ray_Jablonski","Ray Jablonski","Person","subject_label",TRUE,
"race","Scott_Kamieniecki","Scott Kamieniecki","Person","subject_label",TRUE,
"race","Ted_Kluszewski","Ted Kluszewski","Person","subject_label",TRUE,
"race","Paul_Konerko","Paul Konerko","Person","subject_label",TRUE,
"race","Mark_Lukasiewicz","Mark Lukasiewicz","Person","subject_label",TRUE,
"race","Barney_McCosky","Barney McCosky","Person","subject_label",TRUE,
"race","Stan_Musial","Stan Musial","Person","subject_label",TRUE,
"race","Joe_Niekro","Joe Niekro","Person","subject_label",TRUE,
"race","Tom_Paciorek","Tom Paciorek","Person","subject_label",TRUE,
"race","Helen_Walulik","Helen Walulik","Person","subject_label",TRUE,
"race","Carl_Yastrzemski","Carl Yastrzemski","Person","subject_label",TRUE,
"race","Tom_Gola","Tom Gola","Person","subject_label",TRUE,
"race","Marcin_Gortat","Marcin Gortat","Person","subject_label",TRUE,
"race","Bobby_Hurley","Bobby Hurley","Person","subject_label",TRUE,
"race","Paul_Mokeski","Paul Mokeski","Person","subject_label",TRUE,
"race","Joe_Proski","Joe Proski","Person","subject_label",TRUE,
"race","Joel_Przybilla","Joel Przybilla","Person","subject_label",TRUE,
"race","Eddie_Lubanski","Eddie Lubanski","Person","subject_label",TRUE,
"race","Stanley_Ketchel","Stanley Ketchel","Person","subject_label",TRUE,
"race","Stanley_Poreda","Stanley Poreda","Person","subject_label",TRUE,
"race","Tony_Zale","Tony Zale","Person","subject_label",TRUE,
"race","Dagmara_Wozniak","Dagmara Wozniak","Person","subject_label",TRUE,
"race","Janet_Lynn","Janet Lynn","Person","subject_label",TRUE,
"race","Carter_Bykowski","Carter Bykowski","Person","subject_label",TRUE,
"race","Lou_Creekmur","Lou Creekmur","Person","subject_label",TRUE,
"race","Mike_Ditka","Mike Ditka","Person","subject_label",TRUE,
"race","Tom_Glassic","Tom Glassic","Person","subject_label",TRUE,
"race","Mark_Glowinski","Mark Glowinski","Person","subject_label",TRUE,
"race","Jim_Harbaugh","Jim Harbaugh","Person","subject_label",TRUE,
"race","Jeff_Jagodzinski","Jeff Jagodzinski","Person","subject_label",TRUE,
"race","Ron_Jaworski","Ron Jaworski","Person","subject_label",TRUE,
"race","Joe_Klecko","Joe Klecko","Person","subject_label",TRUE,
"race","Joe_Kowalewski","Joe Kowalewski","Person","subject_label",TRUE,
"race","Brian_Kozlowski","Brian Kozlowski","Person","subject_label",TRUE,
"race","Glen_Kozlowski","Glen Kozlowski","Person","subject_label",TRUE,
"race","Nick_Kwiatkoski","Nick Kwiatkoski","Person","subject_label",TRUE,
"race","Chris_Liwienski","Chris Liwienski","Person","subject_label",TRUE,
"race","Johnny_Lujack","Johnny Lujack","Person","subject_label",TRUE,
"race","Dan_Marino","Dan Marino","Person","subject_label",TRUE,
"race","Dick_Modzelewski","Dick Modzelewski","Person","subject_label",TRUE,
"race","Jason_Pociask","Jason Pociask","Person","subject_label",TRUE,
"race","Bill_Romanowski","Bill Romanowski","Person","subject_label",TRUE,
"race","Jack_Sack","Jack Sack","Person","subject_label",TRUE,
"race","Hank_Stram","Hank Stram","Person","subject_label",TRUE,
"race","Steve_Wisniewski","Steve Wisniewski","Person","subject_label",TRUE,
"race","Betsy_King","Betsy King","Person","subject_label",TRUE,
"race","Justin_Abdelkader","Justin Abdelkader","Person","subject_label",TRUE,
"race","Eric_Boguniecki","Eric Boguniecki","Person","subject_label",TRUE,
"race","Len_Ceglarski","Len Ceglarski","Person","subject_label",TRUE,
"race","Austin_Czarnik","Austin Czarnik","Person","subject_label",TRUE,
"race","Patrick_Kaleta","Patrick Kaleta","Person","subject_label",TRUE,
"race","Luke_Witkowski","Luke Witkowski","Person","subject_label",TRUE,
"race","Adrian_Wojnarowski","Adrian Wojnarowski","Person","subject_label",TRUE,
"race","Christopher_Liwski","Christopher Liwski","Person","subject_label",TRUE,
"race","Killer_Kowalski","Killer Kowalski","Person","subject_label",TRUE,
"race","Beth_Phoenix","Beth Phoenix","Person","subject_label",TRUE,
"race","Ivan_Putski","Ivan Putski","Person","subject_label",TRUE,
"race","Greg_Valentine","Greg Valentine","Person","subject_label",TRUE,
"race","Rob_Van_Dam","Rob Van Dam","Person","subject_label",TRUE,
"race","Velvet_Sky","Velvet Sky","Person","subject_label",TRUE,
"race","Jane_Bartkowicz","Jane Bartkowicz","Person","subject_label",TRUE,
"race","Frank_Cumiskey","Frank Cumiskey","Person","subject_label",TRUE,
"race","Stefan_Janoski","Stefan Janoski","Person","subject_label",TRUE,
"race","Henryk_Jordan","Henryk Jordan","Person","subject_label",TRUE,
"race","Brad_Keselowski","Brad Keselowski","Person","subject_label",TRUE,
"race","Brian_Keselowski","Brian Keselowski","Person","subject_label",TRUE,
"race","Ed_Korfanty","Ed Korfanty","Person","subject_label",TRUE,
"race","Steve_Kuclo","Steve Kuclo","Person","subject_label",TRUE,
"race","Alan_Kulwicki","Alan Kulwicki","Person","subject_label",TRUE,
"race","Dylan_Kwasniewski","Dylan Kwasniewski","Person","subject_label",TRUE,
"race","Billy_Packer","Billy Packer","Person","subject_label",TRUE,
"race","Gary_Styczynski","Gary Styczynski","Person","subject_label",TRUE,
"race","Ted_Kaczynski","Ted Kaczynski","Person","subject_label",TRUE,
"race","Al_Capone","Al Capone","Person","subject_label",TRUE,
"race","John_Wojnowski","John Wojnowski","Person","subject_label",TRUE,
"race","Dankmar_Adler","Dankmar Adler","Person","subject_label",TRUE,
"race","Adolf_Cluss","Adolf Cluss","Person","subject_label",TRUE,
"race","Walter_Gropius","Walter Gropius","Person","subject_label",TRUE,
"race","Henry_C._Koch","Henry C. Koch","Person","subject_label",TRUE,
"race","John_A._Roebling","John A. Roebling","Person","subject_label",TRUE,
"race","Frederick_C._Sauer","Frederick C. Sauer","Person","subject_label",TRUE,
