"domain","matched_text","replacement","n_replacements"
"race","John Kiffmeyer","Person",11
"race","John Kobylt","Person",10
"race","John Koza","Person",32
"race","John Krasinski","Person",26
"race","John L. Flannery","Person",10
"race","John L. Sullivan","Person",22
"race","John Laurance","Person",13
"race","John Lederer","Person",12
"race","John Lee Hooker","Person",17
"race","John Legend","Person",67
"race","John Lewis Krimmel","Person",10
"race","John M. Clayton","Person",26
"race","John Malkovich","Person",16
"race","John Marshall","Person",122
"race","John McCain","Person",22
"race","John McEnroe","Person",15
"race","John Mojecki","Person",10
"race","John Nance Garner","Person",41
"race","John Neagle","Person",13
"race","John O. Meusebach","Person",10
"race","John Oates","Person",14
"race","John Orlando Pastore","Person",10
"race","John Orozco","Person",22
"race","John P. Grotzinger","Person",11
"race","John Patrick Shanley","Person",12
"race","John Paul Hammerschmidt","Person",12
"race","John Peter Altgeld","Person",49
"race","John Peter Zenger","Person",39
"race","John Philip Holland","Person",30
"race","John Philip Sousa","Person",112
"race","John Quincy Adams","Person",73
"race","John R. Winder","Person",16
"race","John Rutledge","Person",71
"race","John S. Chen","Person",43
"race","John S. Flizikowski","Person",10
"race","John S. McCain Jr.","Person",13
"race","John Salley","Person",27
"race","John Scarne","Person",16
"race","John Scolvus","Person",12
"race","John Sevier","Person",22
"race","John Singer Sargent","Person",139
"race","John Singleton","Person",41
"race","John Steinbeck","Person",10
"race","John Talbott Donoghue","Person",26
"race","John Treadwell","Person",21
"race","John Trumbull","Person",91
"race","John Tu","Person",12
"race","John Tyler","Person",78
"race","John W. Johnston","Person",17
"race","John Wanamaker","Person",81
"race","John Washington","Person",36
"race","John Wayles Eppes","Person",11
"race","John Wereat","Person",22
"race","John Whitlinger","Person",11
"race","John Wilkes Booth","Person",52
"race","John Wojnowski","Person",10
"race","Johnnie Cochran","Person",25
"race","Johnny Ace","Person",24
"race","Johnny Carson","Person",51
"race","Johnny Cash","Person",145
"race","Johnny Damon","Person",12
"race","Johnny Depp","Person",19
"race","Johnny Dodds","Person",14
"race","Johnny Griffin","Person",12
"race","Johnny Kan","Person",96
"race","Johnny Kling","Person",31
"race","Johnny Lujack","Person",27
"race","Johnny Mathis","Person",37
"race","Johnny Tsunami","Person",28
"race","Johnny Weissmuller","Person",65
"race","Johnny Yong Bosch","Person",22
"race","Jon Bon Jovi","Person",24
"race","Jon Hendricks","Person",13
"race","Jon Jang","Person",12
"race","Jon Leuer","Person",10
"race","Jon Stewart","Person",56
"race","Jon Voight","Person",12
"race","Jonah Hex","Person",245
"race","Jonathan Nolan","Person",11
"race","Jonathan Taylor Thomas","Person",11
"race","Jordan Emanuel","Person",13
"race","Jordan Greenway","Person",10
"race","Jordana Brewster","Person",10
"race","Jorge Garcia","Person",11
"race","Jose Calugas","Person",12
"race","Josef Hofmann","Person",19
"race","Josef Newgarden","Person",10
"race","Josef Sommer","Person",10
"race","Joseph Alioto","Person",11
"race","Joseph Barbera","Person",14
"race","Joseph Breen","Person",13
"race","Joseph Breuer","Person",23
"race","Joseph Caravalho","Person",10
"race","Joseph E. Johnston","Person",51
"race","Joseph F. Smith","Person",70
"race","Joseph Fielding","Person",66
"race","Joseph Gales","Person",50
"race","Joseph Hahn","Person",11
"race","Joseph Heco","Person",14
"race","Joseph Hiester","Person",13
"race","Joseph Hooker","Person",11
"race","Joseph J. Himmel","Person",10
"race","Joseph Kent","Person",20
"race","Joseph L. Romano","Person",10
"race","Joseph Louis Bernardin","Person",10
"race","Joseph Marshall Walker","Person",24
"race","Joseph Priestley","Person",69
"race","Joseph Ritner","Person",13
"race","Joseph Rosati","Person",11
"race","Joseph Roswell Hawley","Person",10
"race","Joseph Schlitz","Person",13
"race","Joseph Sikora","Person",14
"race","Joseph Smith","Person",35
"race","Joseph Stella","Person",10
"race","Josephine St. Pierre Ruffin","Person",10
"race","Josh Wolff","Person",10
"race","Joshua Clayton","Person",22
"race","Joshua Hall","Person",11
"race","Josie Natori","Person",11
"race","Jozef Cywinski","Person",11
"race","Juanita Moore","Person",10
"race","Judith Ortiz Cofer","Person",34
"race","Judy Garland","Person",68
"race","Judy Sheindlin","Person",14
"race","Judy Yung","Person",32
"race","Julia Grant","Person",16
"race","Julia Ling","Person",12
"race","Julia Tyler","Person",21
"race","Julian Stanczak","Person",25
"race","Julie Bowen","Person",10
"race","Julius Lester","Person",18
"race","Junior Wells","Person",12
"race","Jurek Wajdowicz","Person",64
"race","Jurgen Wilson","Person",11
"race","Jussie Smollett","Person",13
"race","Justin Abdelkader","Person",10
"race","Justin Bailey","Person",11
"race","Justin Francis Rigali","Person",10
"race","Justin Gatlin","Person",12
"race","Justin Kan","Person",10
"race","Justin Kirk","Person",12
"race","Justin Lin","Person",49
"race","Justin Morrison","Person",11
"race","Justin Welborn","Person",11
"race","K. C. Jones","Person",12
"race","KAREN HORNEY","Person",11
"race","KAT VON D","Person",1
"race","KATHLEEN WILLEY","Person",1
"race","KAY RYAN","Person",1
"race","KIMORA LEE SIMMONS","Person",20
"race","Kadeem Hardison","Person",10
"race","Kahr Arms","Person",73
"race","Kalei Mau","Person",10
"race","Kalpana Chawla","Person",78
"race","Kam Franklin","Person",11
"race","Kamila Shamsie","Person",13
"race","Karen Black","Person",42
"race","Karen Horney","Person",86
"race","Karen Steele","Person",12
"race","Karin Anna Cheung","Person",11
"race","Karl E. Mundt","Person",59
"race","Karl Ferdinand Wimar","Person",13
"race","Karl Malone","Person",40
"race","Kat Von D","Person",39
"race","Kate Chopin","Person",67
"race","Katharine Hepburn","Person",30
"race","Katherine Anne Porter","Person",69
"race","Katherine Esau","Person",12
"race","Kathleen Cleaver","Person",12
"race","Kathleen Willey","Person",29
"race","Kathryn Hahn","Person",10
"race","Kathryn Kuhlman","Person",36
"race","Kathy Acker","Person",47
"race","Katie Holmes","Person",17
"race","Katrina Adams","Person",12
"race","Katy Perry","Person",15
"race","Kawika Shoji","Person",11
"race","Kay Ryan","Person",66
"race","Kazimierz Fajans","Person",10
"race","Kazuo Otani","Person",10
"race","Kehinde Wiley","Person",23
"race","Keith David","Person",24
"race","Keith Szarabajka","Person",10
"race","Keke Palmer","Person",10
"race","Kellie Shanygne Williams","Person",10
"race","Kelly Clarkson","Person",25
"race","Kelly Hu","Person",24
"race","Kelly Reichardt","Person",38
"race","Kelly Slater","Person",37
"race","Kelly Vitz","Person",12
"race","Kelsey Chow","Person",22
"race","Kelvin Yu","Person",12
"race","Ken Foree","Person",22
"race","Ken Griffey Jr.","Person",11
"race","Ken Leung","Person",18
"race","Ken Norton","Person",36
"race","Ken Peplowski","Person",10
"race","Kenan Thompson","Person",12
"race","Kendel Ehrlich","Person",10
"race","Kendrick Lamar","Person",45
"race","Kenn Navarro","Person",10
"race","Kenneth P. Moritsugu","Person",21
"race","Kenny Roberts","Person",16
"race","Kenny Smith","Person",11
"race","Kent Conrad","Person",10
"race","Kent Ninomiya","Person",21
"race","Kentucky Bourbon Trail","Person",11
"race","Kentucky Bourbon trail","Person",1
"race","Kerenina Sunny Halim","Person",11
"race","Kerry S. Harris","Person",10
"race","Kevin Michael Richardson","Person",12
"race","Kevin Powell","Person",25
"race","Kevin Sorbo","Person",11
"race","Kevin Woo","Person",10
"race","Keyshia Cole","Person",22
"race","Khandi Alexander","Person",10
"race","Khary Payton","Person",10
"race","Khris Middleton","Person",10
"race","Kiera Chaplin","Person",10
"race","Killer Kowalski","Person",16
"race","Kim Burrell","Person",27
"race","Kim Kardashian","Person",44
"race","Kim Stanley","Person",10
"race","Kimberly Clarice Aiken","Person",11
"race","Kimberly Stewart","Person",10
"race","Kimberly Yee","Person",11
"race","Kimmie Meissner","Person",12
"race","Kimora Lee Simmons","Person",65
"race","King Booker","Person",77
"race","Kinga Philipps","Person",11
"race","Kirk Franklin","Person",60
"race","Kiyoshi K. Muranaga","Person",10
"race","Klaus Janson","Person",10
"race","Koby Altman","Person",11
"race","Koch Foods","Person",76
"race","Konrad Dannenberg","Person",11
"race","Korczak Ziolkowski","Person",11
"race","Koryn Hawthorne","Person",38
"race","Krafft Arnold Ehricke","Person",11
"race","Kris Kristofferson","Person",39
"race","Krista Allen","Person",10
"race","Kristanna Loken","Person",10
"race","Kristen Kish","Person",11
"race","Kristen Welker","Person",10
"race","Kristof Konrad","Person",10
"race","Krzysztof Wodiczko","Person",242
"race","Kurt Angle","Person",35
"race","Kurt Frederick Ludwig","Person",12
"race","Kurt Kreuger","Person",19
"race","Kurt Vonnegut","Person",51
"race","Kurt Weill","Person",76
"race","Kyle Janek","Person",10
"race","Kylie Cosmetics","Person",51
"race","L. Frank Baum","Person",38
"race","L. Jay Oliva","Person",10
"race","L. Scott Caldwell","Person",12
"race","LEE HARVEY OSWALD","Person",1
"race","La Toya Jackson","Person",80
"race","LaShawn Merritt","Person",11
"race","LaTanya Richardson","Person",24
"race","LaVan Davis","Person",10
"race","LaVern Baker","Person",21
"race","LaWanda Page","Person",22
"race","Lakita Garth","Person",11
"race","Lamar Jackson","Person",11
"race","Lamon Brewster","Person",10
"race","Lan Samantha Chang","Person",10
"race","Lana Wachowski","Person",34
"race","Lance Armstrong","Person",90
"race","Lance Krall","Person",23
"race","Lance Reddick","Person",12
"race","Lance Stephenson","Person",11
"race","Langston Hughes","Person",193
"race","Larry Asera","Person",10
"race","Larry Doby","Person",44
"race","Larry Holmes","Person",15
"race","Larry King","Person",86
"race","Larry Ramos","Person",16
"race","Laura Bullion","Person",47
"race","Laura Bush","Person",97
"race","Laura Coates","Person",10
"race","Laura Ingalls Wilder","Person",58
"race","Laura Joyce Bell","Person",10
"race","Lauren Cohan","Person",11
"race","Lauren Ridloff","Person",11
"race","Lauren Scala","Person",12
"race","Lauren Tom","Person",10
"race","Lauryn Hill","Person",77
"race","Lavern Baker","Person",9
"race","Laverne Cox","Person",10
"race","Lavoy Allen","Person",10
"race","Lawrence Ferlinghetti","Person",112
"race","Lawrence Gilliard Jr.","Person",11
"race","Lawrence Scarpa","Person",10
"race","Lawrence Welk","Person",162
"race","Leandro Aragoncillo","Person",11
"race","Leatrice Joy","Person",30
"race","Lee Harvey Oswald","Person",86
"race","Lee Mantle","Person",22
"race","Lee May","Person",14
"race","Lee Morgan","Person",16
"race","Lee Tung Foo","Person",15
"race","Leehom Wang","Person",34
"race","Lelord Kordel","Person",10
"race","Len Ceglarski","Person",12
"race","Lena Horne","Person",16
"race","Lena Kleinschmidt","Person",13
"race","Lena Park","Person",35
"race","Lene Lovich","Person",34
"race","Lenny Kravitz","Person",48
"race","Leo Barker","Person",12
"race","Leo Gerstenzang","Person",22
"race","Leo Loeb","Person",12
"race","Leo McCarey","Person",35
"race","Leo Yankevich","Person",13
"race","Leon Everitt","Person",13
"race","Leon M. Goldstein","Person",32
"race","Leon Spinks","Person",49
"race","Leonard C. Bailey","Person",11
"race","Leonard Chess","Person",45
"race","Leonardo DiCaprio","Person",11
"race","Leonid Hurwicz","Person",45
"race","Leopold Godowsky","Person",11
"race","Leopold Moczygemba","Person",23
"race","Leroy Chiao","Person",12
"race","Leslie Carter","Person",17
"race","Leslie Scalapino","Person",11
"race","Letitia Tyler","Person",33
"race","Levi Lincoln Jr.","Person",11
"race","Levi P. Morton","Person",38
"race","Levi Strauss","Person",80
"race","Levi Woodbury","Person",27
"race","Lewis Heermann","Person",10
"race","Lewis Wetzel","Person",67
"race","Lex Luger","Person",13
"race","Liev Schreiber","Person",11
"race","Lil Baby","Person",57
"race","Lil Gotit","Person",60
"race","Lil Nas X","Person",41
"race","Lil Reese","Person",92
"race","Lil Uzi Vert","Person",40
"race","Lil Wayne","Person",201
"race","Lil Yachty","Person",37
"race","Lillian Lux","Person",11
"race","Lillie Langtry","Person",10
"race","Lilly Wachowski","Person",37
"race","Lily Collins","Person",13
"race","Lincoln Ragsdale","Person",12
"race","Linda Park","Person",11
"race","Linda Ronstadt","Person",120
"race","Linda Sue Park","Person",22
"race","Lindsey Vonn","Person",33
"race","Lionel Hampton","Person",35
"race","Lionel Richie","Person",57
"race","Lisa Aukland","Person",10
"race","Lisa Furukawa","Person",11
"race","Lisa Lampanelli","Person",25
"race","Lisa Marie Nowak","Person",12
"race","Lisa Onodera","Person",10
"race","Lisa Su","Person",16
"race","Little Willie John","Person",16
"race","Liv Tyler","Person",45
"race","Liz Cackowski","Person",11
"race","Liza Minnelli","Person",14
"race","Lizzie McGuire","Person",40
"race","Lloyd Lowndes Jr.","Person",10
"race","Lois Weber","Person",52
"race","Lon Chaney Jr.","Person",19
"race","Loni Love","Person",11
"race","Lorenzo Brentano","Person",10
"race","Lorenzo Carcaterra","Person",13
"race","Lorenzo Da Ponte","Person",37
"race","Lorenzo da Ponte","Person",1
"race","Loretta Devine","Person",10
"race","Lorna Luft","Person",29
"race","Lorraine Hansberry","Person",26
"race","Lou Bierbauer","Person",15
"race","Lou Creekmur","Person",12
"race","Lou Diamond Phillips","Person",17
"race","Lou Gehrig","Person",48
"race","Lou Hoover","Person",12
"race","Lou Williams","Person",13
"race","Louis Armstrong","Person",138
"race","Louis Farrakhan","Person",12
"race","Louis Freeh","Person",10
"race","Louis Gossett Jr.","Person",18
"race","Louis J. Weichmann","Person",10
"race","Louis Jordan","Person",14
"race","Louis Kuehnle","Person",21
"race","Louis Maurer","Person",11
"race","Louis Wirth","Person",25
"race","Louisa Adams","Person",52
"race","Louise Bogan","Person",26
"race","Louise Brooks","Person",33
"race","Louise Fili","Person",14
"race","Louvre Pyramid","Person",26
"race","Lucille Ball","Person",74
"race","Lucille Bogan","Person",10
"race","Lucille Clifton","Person",55
"race","Lucretia Garfield","Person",43
"race","Lucy Hayes","Person",39
"race","Lucy Liu","Person",10
"race","Luigi Antonini","Person",11
"race","Luigi Galleani","Person",26
"race","Luigi R. Einaudi","Person",12
"race","Luis Marden","Person",10
"race","Luis Walter Alvarez","Person",10
"race","Lukas Foss","Person",12
"race","Luke Nosek","Person",12
"race","Luke Witkowski","Person",10
"race","Lyman Hall","Person",47
"race","Lynda Barry","Person",26
"race","Lynda Laurence","Person",14
"race","Lyndon B. Johnson","Person",53
"race","Lynn Chen","Person",12
"race","Lynn Whitfield","Person",10
"race","Lynne Koplitz","Person",13
"race","Lynne Spears","Person",10
"race","Lynne Thigpen","Person",11
"race","Lyonel Feininger","Person",49
"race","MARTIN DEMPSEY","Person",2
"race","MC Hammer","Person",25
"race","Ma Hongkui","Person",124
"race","Ma Rainey","Person",27
"race","Mack Sennett","Person",36
"race","Madam C. J. Walker","Person",46
"race","Madeline Bell","Person",12
"race","Madison Keys","Person",11
"race","Mae Jemison","Person",31
"race","Maggie Q","Person",53
"race","Magic Sam","Person",72
"race","Magic Slim","Person",37
"race","Magnus von Braun","Person",32
"race","Mahalia Jackson","Person",82
"race","Mahershala Ali","Person",10
"race","Maidie Norman","Person",14
"race","Malan Breton","Person",63
"race","Malcolm David Kelley","Person",13
"race","Malcolm Wallop","Person",23
"race","Malik Hassan Sayeed","Person",10
"race","Mamie Eisenhower","Person",23
"race","Marc Lamont Hill","Person",11
"race","Marcin Gortat","Person",10
"race","Marcin Kleczynski","Person",10
"race","Marcus Daly","Person",12
"race","Marella Agnelli","Person",12
"race","Margaret Avery","Person",13
"race","Margaret Cho","Person",2
"race","Margaret McCarthy","Person",11
"race","Margaret Mitchell","Person",59
"race","Margaret Taylor","Person",36
"race","Margaret Walker","Person",38
"race","Marge Schott","Person",71
"race","Maria Goeppert Mayer","Person",25
"race","Maria Shriver","Person",39
"race","Maria Siemionow","Person",10
"race","Mariah Carey","Person",42
"race","Marian Wright Edelman","Person",10
"race","Mariana Mazzucato","Person",20
"race","Mariangela Lisanti","Person",10
"race","Marilyn Manson","Person",15
"race","Marilyn Mazur","Person",10
"race","Marilyn Monroe","Person",32
"race","Marilyn Nelson","Person",13
"race","Mario Cuomo","Person",18
"race","Mario J. Ciampi","Person",11
"race","Mario Puzo","Person",51
"race","Mario Sorrenti","Person",10
"race","Marion Motley","Person",10
"race","Marissa Yardley Clifford","Person",10
"race","Mark Critz","Person",11
"race","Mark Fidrych","Person",11
"race","Mark Glowinski","Person",11
"race","Mark Hanna","Person",10
"race","Mark Henry","Person",54
"race","Mark Howe","Person",13
"race","Mark Lukasiewicz","Person",11
"race","Mark Twain","Person",67
"race","Mark Valenti","Person",11
"race","Mark Z. Danielewski","Person",31
"race","Markieff Morris","Person",10
"race","Marla Gibbs","Person",10
"race","Marlene Dietrich","Person",26
"race","Marlon Brando","Person",81
"race","Marques Houston","Person",10
"race","Marsai Martin","Person",11
"race","Marshall Bridges","Person",10
"race","Marta Wittkowska","Person",23
"race","Martha E. Bernal","Person",10
"race","Martha Graham","Person",137
"race","Martha Jefferson","Person",44
"race","Martha Reeves","Person",13
"race","Martha Stewart","Person",190
"race","Martha Washington","Person",128
"race","Martin Chittenden","Person",36
"race","Martin Dempsey","Person",170
"race","Martin Ebon","Person",13
"race","Martin Grove Brumbaugh","Person",27
"race","Martin Gruebele","Person",10
"race","Martin H. Weight","Person",10
"race","Martin Kunert","Person",12
"race","Martin Luther King III","Person",23
"race","Martin Luther King Jr.","Person",132
"race","Martin Yan","Person",35
"race","Marty Maher","Person",14
"race","Marvel Cooke","Person",30
"race","Marvelous Marvin Hagler","Person",11
"race","Marvin Bagley","Person",11
"race","Marvin Gaye","Person",40
"race","Mary Castle","Person",26
"race","Mary Elizabeth Winstead","Person",23
"race","Mary Ellen Pleasant","Person",35
"race","Mary Higgins Clark","Person",28
"race","Mary J. Blige","Person",31
"race","Mary Jemison","Person",38
"race","Mary Katherine Campbell","Person",11
"race","Mary Kay Place","Person",10
"race","Mary Pickford","Person",66
"race","Mary Ping","Person",12
"race","Mary Roberts Rinehart","Person",27
"race","Mary Todd Lincoln","Person",30
"race","Mary Tyler Moore","Person",117
"race","Masato Nakae","Person",12
"race","Mashona Washington","Person",24
"race","Masta Ace","Person",74
"race","Matt Casamassina","Person",10
"race","Matt Cullen","Person",11
"race","Matt Damon","Person",53
"race","Matt Hardy","Person",28
"race","Matt Koehl","Person",12
"race","Matt Sorum","Person",11
"race","Matt Spaeth","Person",11
"race","Matthew Butler","Person",11
"race","Matthew C. Perry","Person",23
"race","Matthew Laflin","Person",45
"race","Matthias Bartgis","Person",24
"race","Maureen Daly","Person",27
"race","Maurice Barrymore","Person",11
"race","Maurice Sendak","Person",140
"race","Maurice White","Person",23
"race","Mavis Staples","Person",13
"race","Max Baucus","Person",24
"race","Max Bentele","Person",11
"race","Max Ehrmann","Person",113
"race","Max Fleischer","Person",54
"race","Max Kade","Person",26
"race","Max Kolonko","Person",11
"race","Max Montoya","Person",20
"race","Max Roach","Person",50
"race","Max W. Heck","Person",11
"race","Maxine Hong Kingston","Person",14
"race","May Anderson","Person",32
"race","May Sutton","Person",12
"race","Maya Angelou","Person",28
"race","McCoy Tyner","Person",14
"race","Meg Ryan","Person",12
"race","Meghan Trainor","Person",10
"race","Mel Gibson","Person",31
"race","Melanie Iglesias","Person",12
"race","Melissa Anelli","Person",10
"race","Melora Hardin","Person",10
"race","Melvin Van Peebles","Person",23
"race","Memphis Slim","Person",60
"race","Merle Bettenhausen","Person",11
"race","Meryl Streep","Person",38
"race","Meyer Guggenheim","Person",12
"race","Mia Malkova","Person",10
"race","Mia Yim","Person",10
"race","Miami Herald","Person",23
"race","Michael Alfred Peszke","Person",43
"race","Michael Chang","Person",12
"race","Michael Chiarello","Person",11
"race","Michael Clarke Duncan","Person",13
"race","Michael Copon","Person",25
"race","Michael Dorn","Person",11
"race","Michael Douglas","Person",16
"race","Michael Ealy","Person",10
"race","Michael Henderson","Person",11
"race","Michael Hillegas","Person",33
"race","Michael Ian Black","Person",13
"race","Michael Irvin","Person",1
"race","Michael J. Wytrwal","Person",10
"race","Michael Jackson","Person",50
"race","Michael Jordan","Person",106
"race","Michael K. Nagata","Person",10
"race","Michael Moore","Person",16
"race","Michael Parenti","Person",41
"race","Michael Patrick MacDonald","Person",11
"race","Michael Richards","Person",13
"race","Michael Schiavo","Person",75
"race","Michael Smerconish","Person",22
"race","Michael Spinks","Person",20
"race","Michael Strahan","Person",12
"race","Michael Yamashita","Person",12
"race","Michael Z. Williamson","Person",10
"race","Michelangelo Signorile","Person",10
"race","Michelle Kosinski","Person",21
"race","Michelle Kwan","Person",12
"race","Michelle Malkin","Person",11
"race","Michelle Miller","Person",27
"race","Michelle Nicastro","Person",11
"race","Michelle Obama","Person",56
"race","Michelle Pfeiffer","Person",16
"race","Michelle Phillips","Person",10
"race","Michelle Wu","Person",22
"race","Michiko Kakutani","Person",23
"race","Mickey Spillane","Person",77
"race","Miguel del Aguila","Person",32
"race","Mike Bongiorno","Person",37
"race","Mike Bordin","Person",12
"race","Mike Cameron","Person",10
"race","Mike Ditka","Person",12
"race","Mike Epps","Person",15
"race","Mike Hammer","Person",52
"race","Mike Park","Person",10
"race","Mike Relm","Person",12
"race","Mike Royko","Person",46
"race","Mike Schmidt","Person",35
"race","Mike Tannenbaum","Person",10
"race","Mike Tyson","Person",62
"race","Mike Wagner","Person",25
"race","Miki Gorman","Person",17
"race","Mikio Hasemoto","Person",10
"race","Milena Govich","Person",10
"race","Miles Davis","Person",83
"race","Miley Cyrus","Person",50
"race","Millard Fillmore","Person",48
"race","Milt Jackson","Person",21
"race","Ming Chang","Person",10
"race","Ming Freeman","Person",11
"race","Ming Hsieh","Person",12
"race","Ming Tsai","Person",11
"race","Minoru Yamasaki","Person",13
"race","Mischa Barton","Person",10
"race","Misty Stone","Person",10
"race","Mitt Romney","Person",14
"race","Mitzi Gaynor","Person",23
"race","Molly Maguires","Person",189
"race","Monika Chiang","Person",13
"race","Monique Coleman","Person",32
"race","Monte Irvin","Person",17
"race","Montez Ford","Person",11
"race","Moody Currier","Person",50
"race","Moon Bloodgood","Person",10
"race","Morgan Freeman","Person",24
"race","Morris Chestnut","Person",24
"race","Mos Def","Person",360
"race","Moses Gunn","Person",12
"race","Muddy Waters","Person",107
"race","Muhammad Ali","Person",309
"race","Mun Charn Wong","Person",28
"race","Mun charn wong","Person",1
"race","Musiq Soulchild","Person",20
"race","Mykki Blanco","Person",12
"race","Myra Kelly","Person",10
"race","Nana Meriwether","Person",11
"race","Nancy Drew","Person",409
"race","Nancy Reagan","Person",50
"race","Naomi Judd","Person",21
"race","Nargis Fakhri","Person",11
"race","Nat King Cole","Person",37
"race","Natalie Clifford Barney","Person",21
"race","Natalie Cole","Person",18
"race","Natasha Trethewey","Person",12
"race","Nathan Chen","Person",25
"race","Nathan Handwerker","Person",14
"race","Nathaniel Hawthorne","Person",45
"race","Nebula Award","Person",25
"race","Neil Abercrombie","Person",11
"race","Neil Armstrong","Person",41
"race","Neil Cavuto","Person",38
"race","Neil Denari","Person",11
"race","Neil Diamond","Person",22
"race","Neil Ross","Person",12
"race","Neil Sedaka","Person",26
"race","Neiman Marcus","Person",362
"race","Nellie Bly","Person",202
"race","Nelsan Ellis","Person",21
"race","Nelson Denis","Person",11
"race","Nelson Dewey","Person",11
"race","Nelson Dingley Jr.","Person",12
"race","Nelson Rockefeller","Person",52
"race","Nelson W. Aldrich","Person",13
"race","Ngo Quang Truong","Person",11
"race","Nichelle Nichols","Person",10
"race","Nicholas Andrew Rey","Person",12
"race","Nicholas Cooke","Person",12
"race","Nicholas Gilman","Person",22
"race","Nicholas Herkimer","Person",10
"race","Nicholas Monroe","Person",10
"race","Nicholas Rescher","Person",29
"race","Nick Cannon","Person",44
"race","Nick Castle","Person",22
"race","Nick Diaz","Person",21
"race","Nick Folk","Person",12
"race","Nick Kwiatkoski","Person",10
"race","Nick Manabat","Person",11
"race","Nick Saglimbeni","Person",11
"race","Nick Stellino","Person",20
"race","Nicky Hilton","Person",14
"race","Nicky Jam","Person",256
"race","Nicole Ari Parker","Person",10
"race","Nicole Brown Simpson","Person",38
"race","Nicole Krauss","Person",20
"race","Nicole Scherzinger","Person",12
"race","Nikki Giovanni","Person",66
"race","Nina Simone","Person",70
"race","Noah Dietrich","Person",11
"race","Noah Phelps","Person",14
"race","Noah Webster","Person",113
"race","Nobu McCarthy","Person",10
"race","Noel Francisco","Person",16
"race","Noname Jane","Person",23
"race","Nora Roberts","Person",54
"race","Norah Jones","Person",21
"race","Norman Jaffe","Person",25
"race","Norman Parish","Person",10
"race","Norman Rockwell","Person",37
"race","Norman Schwarzkopf","Person",41
"race","Norman Schwarzkopf Jr.","Person",22
"race","O. Henry","Person",117
"race","O. J. Simpson","Person",15
"race","Oleg Cassini","Person",40
"race","Olga Erteszek","Person",11
"race","Oliver Burr Jennings","Person",10
"race","Oliver Ellsworth","Person",42
"race","Oliver Hazard Payne","Person",11
"race","Oliver Nelson","Person",31
"race","Oliver Smithies","Person",11
"race","Oliver Wendell Holmes Jr.","Person",36
"race","Oliver Wolcott","Person",2
"race","Oliver Wolcott Jr.","Person",22
"race","Omar Gooding","Person",16
"race","Omari Spellman","Person",11
"race","Oprah Winfrey","Person",113
"race","Orlando Jones","Person",11
"race","Ornette Coleman","Person",15
"race","Orville Hickman Browning","Person",11
"race","Oscar De La Hoya","Person",14
"race","Oscar Hilman","Person",11
"race","Oscar Mayer","Person",78
"race","Oscar Robertson","Person",18
"race","Oscar Werwath","Person",11
"race","Oscar de la Hoya","Person",2
"race","Oswald Ottendorfer","Person",10
"race","Otis Davis","Person",11
"race","Otis Harris","Person",13
"race","Ottmar Mergenthaler","Person",24
"race","Otto Hermann Kahn","Person",26
"race","Otto Stern","Person",78
"race","Owen Brewster","Person",10
"race","Owen Schmitt","Person",11
"race","P. M. Pasinetti","Person",10
"race","P. T. Barnum","Person",103
"race","PAUL BRIGHAM","Person",10
"race","PRABAL GURUNG","Person",11
"race","Padma Kuppa","Person",35
"race","Paeng Nepomuceno","Person",11
"race","Paolo Montalban","Person",11
"race","Paolo Soleri","Person",60
"race","Pat Buchanan","Person",24
"race","Pat Conroy","Person",67
"race","Pat Garrett","Person",69
"race","Pat Morita","Person",14
"race","Pat Nixon","Person",165
"race","Pat Parker","Person",66
"race","Pat Sajak","Person",47
"race","Pat Suzuki","Person",10
"race","Patricia Buckley","Person",15
"race","Patricia Highsmith","Person",195
"race","Patrick Beverley","Person",10
"race","Patrick Francis Healy","Person",13
"race","Patrick Henry","Person",147
"race","Patrick Kaleta","Person",10
"race","Patrick Kane","Person",10
"race","Patty Duke","Person",41
"race","Paul Baran","Person",42
"race","Paul Bechtner","Person",11
"race","Paul Benjamin","Person",10
"race","Paul Brigham","Person",13
"race","Paul Cellucci","Person",36
"race","Paul Chambers","Person",11
"race","Paul Charles Morphy","Person",11
"race","Paul Gilbert","Person",12
"race","Paul Gregory Bootkoski","Person",10
"race","Paul Grottkau","Person",20
"race","Paul Henreid","Person",12
"race","Paul Henry Nitze","Person",11
"race","Paul Hindemith","Person",43
"race","Paul Konerko","Person",11
"race","Paul Laurence Dunbar","Person",84
"race","Paul Mazurkiewicz","Person",11
"race","Paul Mokeski","Person",10
"race","Paul Newman","Person",39
"race","Paul Ryan","Person",57
"race","Paul Stanley","Person",10
"race","Paul Tibbets","Person",11
"race","Paul Tillich","Person",147
"race","Paul W. Smith","Person",11
"race","Paul Winchell","Person",10
"race","Paula Jones","Person",36
"race","Pauli Murray","Person",40
"race","Pauline Frederick","Person",10
"race","Peabo Bryson","Person",47
"race","Pearl Bailey","Person",13
"race","Peggy Cherng","Person",22
"race","Pernell Whitaker","Person",11
"race","Perry B. Jackson","Person",10
"race","Perry Chen","Person",10
"race","Pete DeFazio","Person",10
"race","Pete Hamill","Person",10
"race","Pete Seeger","Person",221
"race","Peter Bacho","Person",24
"race","Peter Brimelow","Person",10
"race","Peter C. Phan","Person",10
"race","Peter Chung","Person",35
"race","Peter Cooper Hewitt","Person",13
"race","Peter Dinklage","Person",18
"race","Peter F. Secchia","Person",10
"race","Peter Gusenberg","Person",21
