id_riga_originale,dominio,categoria,entita,tipo_newline,n_newline,posizioni_newline,newline_iniziale,newline_finale,newline_consecutivi,spazio_prima_newline,spazio_dopo_newline,ha_tab,ha_carriage_return,ha_markup,is_duplicato_esatto,is_duplicato_normalizzato,lunghezza_originale,lunghezza_candidata,candidata_diversa,prompt,prompt_visibile,prompt_candidato_whitespace
8386,race,European_Americans,Louis_Wirth,interno_singolo,1,99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,136,135,TRUE,"http://www.eifelzeitung.de/redaktion/kinder-der-eifel/louis-wirth-amerikanischer-soziologe-134873/
Salerno, Roger Allen: Louis Wirth: A ","http://www.eifelzeitung.de/redaktion/kinder-der-eifel/louis-wirth-amerikanischer-soziologe-134873/\\nSalerno, Roger Allen: Louis Wirth: A ","http://www.eifelzeitung.de/redaktion/kinder-der-eifel/louis-wirth-amerikanischer-soziologe-134873/ Salerno, Roger Allen: Louis Wirth: A"
8389,race,European_Americans,Albert_Wohlstetter,interno_singolo,1,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,50,TRUE,"Appearances on C-SPAN
Albert Wohlstetter at Find a ",Appearances on C-SPAN\\nAlbert Wohlstetter at Find a ,Appearances on C-SPAN Albert Wohlstetter at Find a
8520,race,European_Americans,Timothy_Chandler,interno_multiplo,2,20 | 58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,65,TRUE,"FC Nürnberg website
Timothy Chandler at WorldFootball.net
Timothy ",FC Nürnberg website\\nTimothy Chandler at WorldFootball.net\\nTimothy ,FC Nürnberg website Timothy Chandler at WorldFootball.net Timothy
8571,race,European_Americans,Helene_Mayer,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35,34,TRUE,"Jews in Sports bio
Helene Mayer at ",Jews in Sports bio\\nHelene Mayer at ,Jews in Sports bio Helene Mayer at
8572,race,European_Americans,Kimmie_Meissner,interno_singolo,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,51,TRUE,"Figure Skating
Kimmie Meissner at the International ",Figure Skating\\nKimmie Meissner at the International ,Figure Skating Kimmie Meissner at the International
8577,race,European_Americans,Lindsey_Vonn,interno_singolo,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,38,TRUE,"Ski & Snowboard
Lindsey Vonn at Ski-DB ",Ski & Snowboard\\nLindsey Vonn at Ski-DB ,Ski & Snowboard Lindsey Vonn at Ski-DB
8593,race,European_Americans,George_Biddle,interno_consecutivo,2,39 | 40,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,51,TRUE,"George Biddle was married three times:

Anne Coleman ",George Biddle was married three times:\\n\\nAnne Coleman ,George Biddle was married three times: Anne Coleman
8604,race,European_Americans,Thomas_Eakins,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,55,TRUE,"ISBN 0-674-88490-6
Homer, William Innes: Thomas Eakins: ","ISBN 0-674-88490-6\\nHomer, William Innes: Thomas Eakins: ","ISBN 0-674-88490-6 Homer, William Innes: Thomas Eakins:"
8605,race,European_Americans,Thomas_Eakins,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,56,TRUE,"ISBN 0-87633-143-6
Sewell, Darrel: Thomas Eakins: Artist ","ISBN 0-87633-143-6\\nSewell, Darrel: Thomas Eakins: Artist ","ISBN 0-87633-143-6 Sewell, Darrel: Thomas Eakins: Artist"
8606,race,European_Americans,Thomas_Eakins,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,51,TRUE,"ISBN 0-87633-047-2
Sullivan, Mark W.  ""Thomas Eakins ","ISBN 0-87633-047-2\\nSullivan, Mark W.  ""Thomas Eakins ","ISBN 0-87633-047-2 Sullivan, Mark W. ""Thomas Eakins"
8607,race,European_Americans,Thomas_Eakins,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,54,TRUE,"ISBN 1-4000-4418-9
Weinberg, H. Barbara: Thomas Eakins ","ISBN 1-4000-4418-9\\nWeinberg, H. Barbara: Thomas Eakins ","ISBN 1-4000-4418-9 Weinberg, H. Barbara: Thomas Eakins"
8608,race,European_Americans,Thomas_Eakins,interno_singolo,1,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,51,TRUE,"Publication no: 885-660
Werbel, Amy: Thomas Eakins: ","Publication no: 885-660\\nWerbel, Amy: Thomas Eakins: ","Publication no: 885-660 Werbel, Amy: Thomas Eakins:"
8611,race,European_Americans,Winslow_Homer,interno_multiplo,6,20 | 23 | 26 | 29 | 32 | 35,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,77,61,TRUE,"Pastoral landscapes
		
		
		
		
		
Winslow Homer's paintings always depicted ",Pastoral landscapes\\n\\t\\t\\n\\t\\t\\n\\t\\t\\n\\t\\t\\n\\t\\t\\nWinslow Homer's paintings always depicted ,Pastoral landscapes Winslow Homer's paintings always depicted
8613,race,European_Americans,Winslow_Homer,interno_singolo,1,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,57,TRUE,"ISBN 978-0-7148-7419-7
Murphy, Alexandra R. Winslow Homer ","ISBN 978-0-7148-7419-7\\nMurphy, Alexandra R. Winslow Homer ","ISBN 978-0-7148-7419-7 Murphy, Alexandra R. Winslow Homer"
8617,race,European_Americans,Winslow_Homer,interno_singolo,1,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,50,TRUE,"Winslow Homer Gallery at MuseumSyndicate
Philip C. ",Winslow Homer Gallery at MuseumSyndicate\\nPhilip C. ,Winslow Homer Gallery at MuseumSyndicate Philip C.
8638,race,European_Americans,John_Singer_Sargent,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,64,TRUE,"ISBN 0-9741621-0-8
Fairbrother, Trevor: John Singer Sargent: The ","ISBN 0-9741621-0-8\\nFairbrother, Trevor: John Singer Sargent: The ","ISBN 0-9741621-0-8 Fairbrother, Trevor: John Singer Sargent: The"
8645,race,European_Americans,John_Singer_Sargent,interno_singolo,1,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,55,TRUE,"Works by John Singer Sargent at Project Gutenberg
Works ",Works by John Singer Sargent at Project Gutenberg\\nWorks ,Works by John Singer Sargent at Project Gutenberg Works
8649,race,European_Americans,Thomas_Sully,interno_singolo,1,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,51,TRUE,"Thomas Sully at Find a Grave
""Washington's Crossing ","Thomas Sully at Find a Grave\\n""Washington's Crossing ","Thomas Sully at Find a Grave ""Washington's Crossing"
8661,race,European_Americans,Andrew_Wyeth,interno_multiplo,2,32 | 54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,65,TRUE,"Andrew Wyeth at MuseumSyndicate
Artnet – Andrew Wyeth
Christina's ",Andrew Wyeth at MuseumSyndicate\\nArtnet – Andrew Wyeth\\nChristina's ,Andrew Wyeth at MuseumSyndicate Artnet – Andrew Wyeth Christina's
8730,race,European_Americans,Belle_Starr,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,55,TRUE,"ISBN 3-89885-759-X
Belle Starr appeared as a caricature ",ISBN 3-89885-759-X\\nBelle Starr appeared as a caricature ,ISBN 3-89885-759-X Belle Starr appeared as a caricature
8793,race,European_Americans,Christopher_Reeve,interno_singolo,1,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,52,51,TRUE,"– Newsweek
""Christopher Reeve has become an instant ","– Newsweek\\n""Christopher Reeve has become an instant ","– Newsweek ""Christopher Reeve has become an instant"
8796,race,European_Americans,Christopher_Reeve,interno_singolo,1,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,56,TRUE,"Christopher Reeve Homepage
Reeve, Christopher Nothing is ","Christopher Reeve Homepage\\nReeve, Christopher Nothing is ","Christopher Reeve Homepage Reeve, Christopher Nothing is"
8802,race,European_Americans,Dick_Van_Dyke,interno_multiplo,2,14 | 52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,65,TRUE,"— PDF Article
Dick Van Dyke -Disney Legends profile
Dick Van Dyke ",— PDF Article\\nDick Van Dyke -Disney Legends profile\\nDick Van Dyke ,— PDF Article Dick Van Dyke -Disney Legends profile Dick Van Dyke
8806,race,European_Americans,Noah_Webster,interno_singolo,1,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,53,TRUE,"Noah Webster and the American Dictionary
Morgan, John ","Noah Webster and the American Dictionary\\nMorgan, John ","Noah Webster and the American Dictionary Morgan, John"
8807,race,European_Americans,Noah_Webster,interno_singolo,1,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,49,TRUE,"The Long Journey of Noah Webster
Rollins, Richard ","The Long Journey of Noah Webster\\nRollins, Richard ","The Long Journey of Noah Webster Rollins, Richard"
8809,race,European_Americans,Noah_Webster,interno_singolo,1,43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,48,TRUE,"Works by Noah Webster at Project Gutenberg
Works ",Works by Noah Webster at Project Gutenberg\\nWorks ,Works by Noah Webster at Project Gutenberg Works
8819,race,European_Americans,Lucille_Ball,interno_singolo,1,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,57,56,TRUE,"Lucille Ball and several other actors participate
""Wanda ","Lucille Ball and several other actors participate\\n""Wanda ","Lucille Ball and several other actors participate ""Wanda"
8825,race,European_Americans,Ethel_Barrymore,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,37,36,TRUE,"of South Carolina)
Ethel Barrymore - ",of South Carolina)\\nEthel Barrymore - ,of South Carolina) Ethel Barrymore -
8850,race,European_Americans,Lon_Chaney_Jr.,interno_singolo,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,45,TRUE,"Informative Biograph
Lon Chaney Jr. at Find a ",Informative Biograph\\nLon Chaney Jr. at Find a ,Informative Biograph Lon Chaney Jr. at Find a
8859,race,European_Americans,Stephen_Colbert,interno_singolo,1,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,56,TRUE,"Stephen Colbert on National Public Radio
Stephen Colbert ",Stephen Colbert on National Public Radio\\nStephen Colbert ,Stephen Colbert on National Public Radio Stephen Colbert
8887,race,European_Americans,Deanna_Durbin,interno_singolo,1,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,53,TRUE,"The Deanna Durbin Showcase
The Deanna Durbin Database ",The Deanna Durbin Showcase\\nThe Deanna Durbin Database ,The Deanna Durbin Showcase The Deanna Durbin Database
8899,race,European_Americans,Jane_Fonda,interno_singolo,1,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,54,53,TRUE,"Jane Fonda Profile at Turner Classic Movies
About.com ",Jane Fonda Profile at Turner Classic Movies\\nAbout.com ,Jane Fonda Profile at Turner Classic Movies About.com
8906,race,European_Americans,Ava_Gardner,interno_singolo,1,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,40,39,TRUE,"Ava Gardner at Find a Grave
Ava Gardner ",Ava Gardner at Find a Grave\\nAva Gardner ,Ava Gardner at Find a Grave Ava Gardner
8959,race,European_Americans,Steve_McQueen,interno_singolo,1,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,45,TRUE,"Steve McQueen: The Actor and his Films
Nolan, ","Steve McQueen: The Actor and his Films\\nNolan, ","Steve McQueen: The Actor and his Films Nolan,"
8962,race,European_Americans,Liza_Minnelli,interno_singolo,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,53,52,TRUE,"Carol Publishing
Schechter, Scott, The Liza Minnelli ","Carol Publishing\\nSchechter, Scott, The Liza Minnelli ","Carol Publishing Schechter, Scott, The Liza Minnelli"
8967,race,European_Americans,Mary_Tyler_Moore,interno_singolo,1,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,45,44,TRUE,"Mary Tyler Moore on IMDb
Mary Tyler Moore at ",Mary Tyler Moore on IMDb\\nMary Tyler Moore at ,Mary Tyler Moore on IMDb Mary Tyler Moore at
8975,race,European_Americans,Edward_R._Murrow,interno_singolo,1,46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,66,TRUE,"Museum of Broadcast Communications, biography
Edward R. Murrow and ","Museum of Broadcast Communications, biography\\nEdward R. Murrow and ","Museum of Broadcast Communications, biography Edward R. Murrow and"
8987,race,European_Americans,Chuck_Norris,interno_singolo,1,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,46,45,TRUE,"The Chuck Norris Fitness System
The Secret of ",The Chuck Norris Fitness System\\nThe Secret of ,The Chuck Norris Fitness System The Secret of
8997,race,European_Americans,Randy_Quaid,interno_singolo,1,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,48,47,TRUE,"January 2011 Vanity Fair profile
Randy Quaid at ",January 2011 Vanity Fair profile\\nRandy Quaid at ,January 2011 Vanity Fair profile Randy Quaid at
9026,race,European_Americans,Dennis_Weaver,interno_singolo,1,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,46,TRUE,"(information on his ancestry)
Dennis Weaver at ",(information on his ancestry)\\nDennis Weaver at ,(information on his ancestry) Dennis Weaver at
9090,race,European_Americans,William_Faulkner,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,50,TRUE,"ISBN 1-55994-572-9
William Faulkner Reads from His ",ISBN 1-55994-572-9\\nWilliam Faulkner Reads from His ,ISBN 1-55994-572-9 William Faulkner Reads from His
9118,race,European_Americans,Ernest_Hemingway,interno_singolo,1,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,59,TRUE,"FBI Records: The Vault, Subject: Ernest Hemingway
Hemingway ","FBI Records: The Vault, Subject: Ernest Hemingway\\nHemingway ","FBI Records: The Vault, Subject: Ernest Hemingway Hemingway"
9119,race,European_Americans,Ernest_Hemingway,interno_singolo,1,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,55,TRUE,"Ernest Hemingway on Nobelprize.org
Finding aid to Adele ",Ernest Hemingway on Nobelprize.org\\nFinding aid to Adele ,Ernest Hemingway on Nobelprize.org Finding aid to Adele
9150,race,European_Americans,Sidney_Lanier,interno_singolo,1,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,55,TRUE,"Sidney Lanier Boulevard in Duluth, GA
The Sidney Lanier ","Sidney Lanier Boulevard in Duluth, GA\\nThe Sidney Lanier ","Sidney Lanier Boulevard in Duluth, GA The Sidney Lanier"
9154,race,European_Americans,Jack_London,interno_consecutivo,2,41 | 42,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,52,TRUE,"""The historian Dale L. Walker commented:

Jack London ","""The historian Dale L. Walker commented:\\n\\nJack London ","""The historian Dale L. Walker commented: Jack London"
9159,race,European_Americans,Jack_London,interno_consecutivo,2,35 | 36,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,55,TRUE,"'The Jack London Online Collection

""Jack London's death ","'The Jack London Online Collection\\n\\n""Jack London's death ","'The Jack London Online Collection ""Jack London's death"
9163,race,European_Americans,Jack_London,interno_singolo,1,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,56,TRUE,"Jack London Personal Manuscripts
""The Life and Legacy of ","Jack London Personal Manuscripts\\n""The Life and Legacy of ","Jack London Personal Manuscripts ""The Life and Legacy of"
9171,race,European_Americans,Robert_Lowell,interno_singolo,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,43,TRUE,"Accessed 2010-09-11
Robert Lowell at Find a ",Accessed 2010-09-11\\nRobert Lowell at Find a ,Accessed 2010-09-11 Robert Lowell at Find a
9176,race,European_Americans,Herman_Melville,interno_singolo,1,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,61,TRUE,"Arrowhead—The Home of Herman Melville
Physical description of ",Arrowhead—The Home of Herman Melville\\nPhysical description of ,Arrowhead—The Home of Herman Melville Physical description of
9181,race,European_Americans,Thomas_Nelson_Page,interno_singolo,1,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,48,TRUE,"Thomas Nelson Page on IMDb
Thomas Nelson Page at ",Thomas Nelson Page on IMDb\\nThomas Nelson Page at ,Thomas Nelson Page on IMDb Thomas Nelson Page at
9184,race,European_Americans,Edgar_Allan_Poe,interno_singolo,1,43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,58,TRUE,"ISBN 978-0-7910-6173-2.CS1 maint: ref=harv
Edgar Allan Poe ",ISBN 978-0-7910-6173-2.CS1 maint: ref=harv\\nEdgar Allan Poe ,ISBN 978-0-7910-6173-2.CS1 maint: ref=harv Edgar Allan Poe
9200,race,European_Americans,E._E._Smith,interno_multiplo,3,20 | 34 | 53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,57,TRUE,"E. E. Smith on IMDb
Skylark Three
Spacehounds of IPC
Some ",E. E. Smith on IMDb\\nSkylark Three\\nSpacehounds of IPC\\nSome ,E. E. Smith on IMDb Skylark Three Spacehounds of IPC Some
9209,race,European_Americans,Mark_Twain,interno_singolo,1,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,48,TRUE,"Archive of Mark Twain's papers and writings
Mark ",Archive of Mark Twain's papers and writings\\nMark ,Archive of Mark Twain's papers and writings Mark
9226,race,European_Americans,Walt_Whitman,interno_consecutivo,2,37 | 38,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,60,TRUE,"Rare Book & Manuscript Library.Sites

Walt Whitman Birthplace ",Rare Book & Manuscript Library.Sites\\n\\nWalt Whitman Birthplace ,Rare Book & Manuscript Library.Sites Walt Whitman Birthplace
9227,race,European_Americans,Laura_Ingalls_Wilder,interno_singolo,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,57,TRUE,"William Anderson
Laura Ingalls Wilder & Rose Wilder Lane, ","William Anderson\\nLaura Ingalls Wilder & Rose Wilder Lane, ","William Anderson Laura Ingalls Wilder & Rose Wilder Lane,"
9252,race,European_Americans,John_Cage,interno_singolo,1,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,62,TRUE,"Heidegger's Hölderlin and John Cage, www.arte-fact.org
Eldred, ","Heidegger's Hölderlin and John Cage, www.arte-fact.org\\nEldred, ","Heidegger's Hölderlin and John Cage, www.arte-fact.org Eldred,"
9256,race,European_Americans,John_Cage,interno_singolo,1,43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,59,TRUE,"Guide to the John Cage Mycology Collection
Silence/Stories: ",Guide to the John Cage Mycology Collection\\nSilence/Stories: ,Guide to the John Cage Mycology Collection Silence/Stories:
9257,race,European_Americans,John_Cage,interno_singolo,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,40,TRUE,"John Cage on IMDb
Artist Biography and a ",John Cage on IMDb\\nArtist Biography and a ,John Cage on IMDb Artist Biography and a
9319,race,European_Americans,Francis_Scott_Key,interno_singolo,1,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,57,TRUE,"Francis Scott Key Middle School in Houston, Texas
Francis ","Francis Scott Key Middle School in Houston, Texas\\nFrancis ","Francis Scott Key Middle School in Houston, Texas Francis"
9332,race,European_Americans,Tony_Lucca,interno_singolo,1,42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,52,TRUE,"Your basic record business 101 really...""
Tony Lucca ","Your basic record business 101 really...""\\nTony Lucca ","Your basic record business 101 really..."" Tony Lucca"
9342,race,European_Americans,Jim_Morrison,interno_singolo,1,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,60,TRUE,"Anchor Press ISBN 0-375-71367-0
Stephen Davis, Jim Morrison: ","Anchor Press ISBN 0-375-71367-0\\nStephen Davis, Jim Morrison: ","Anchor Press ISBN 0-375-71367-0 Stephen Davis, Jim Morrison:"
9408,race,European_Americans,Samuel_Insull,interno_singolo,1,43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,68,TRUE,"ISBN 978-1-4039-6884-5.CS1 maint: ref=harv
""Historic Figures: Samuel ","ISBN 978-1-4039-6884-5.CS1 maint: ref=harv\\n""Historic Figures: Samuel ","ISBN 978-1-4039-6884-5.CS1 maint: ref=harv ""Historic Figures: Samuel"
9416,race,European_Americans,Matthew_Laflin,interno_singolo,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,48,TRUE,"1908
Fountain Spring House Hotel Matthew Laflin, ","1908\\nFountain Spring House Hotel Matthew Laflin, ","1908 Fountain Spring House Hotel Matthew Laflin,"
9452,race,European_Americans,Martha_Jefferson,interno_singolo,1,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,52,TRUE,"Martha Jefferson at Find a Grave
""Martha Jefferson"", ","Martha Jefferson at Find a Grave\\n""Martha Jefferson"", ","Martha Jefferson at Find a Grave ""Martha Jefferson"","
9454,race,European_Americans,Dolley_Madison,interno_singolo,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,45,TRUE,"by Paul Jennings
The Dolley Madison Project – ",by Paul Jennings\\nThe Dolley Madison Project – ,by Paul Jennings The Dolley Madison Project –
9473,race,European_Americans,Margaret_Taylor,interno_singolo,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,57,TRUE,"Margaret Taylor
Margaret Taylor at C-SPAN's First Ladies: ",Margaret Taylor\\nMargaret Taylor at C-SPAN's First Ladies: ,Margaret Taylor Margaret Taylor at C-SPAN's First Ladies:
9509,race,European_Americans,Eleanor_Roosevelt,interno_singolo,1,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,54,TRUE,"(Her 1937 autobiography)
Eleanor Roosevelt The History ",(Her 1937 autobiography)\\nEleanor Roosevelt The History ,(Her 1937 autobiography) Eleanor Roosevelt The History
9538,race,European_Americans,Barbara_Bush,interno_singolo,1,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64,63,TRUE,"Commencement Address at Wellesley
[*Barbara Bush Foundation for ",Commencement Address at Wellesley\\n[*Barbara Bush Foundation for ,Commencement Address at Wellesley [*Barbara Bush Foundation for
9540,race,European_Americans,Hillary_Clinton,interno_singolo,1,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,47,TRUE,"Appearances on C-SPAN
Hillary Clinton's file at ",Appearances on C-SPAN\\nHillary Clinton's file at ,Appearances on C-SPAN Hillary Clinton's file at
9554,race,European_Americans,Samuel_Adams,interno_singolo,1,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,51,TRUE,"Samuel Adams Heritage Society
Works by Samuel Adams ",Samuel Adams Heritage Society\\nWorks by Samuel Adams ,Samuel Adams Heritage Society Works by Samuel Adams
9569,race,European_Americans,Harry_F._Byrd,interno_singolo,1,43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,73,TRUE,"Library of Virginia, Harry F. Byrd webpage
Federal Highway Administration ","Library of Virginia, Harry F. Byrd webpage\\nFederal Highway Administration ","Library of Virginia, Harry F. Byrd webpage Federal Highway Administration"
9586,race,European_Americans,Alfred_H._Colquitt,interno_singolo,1,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,58,TRUE,"Alfred Holt Colquitt historical marker
Alfred H. Colquitt, ","Alfred Holt Colquitt historical marker\\nAlfred H. Colquitt, ","Alfred Holt Colquitt historical marker Alfred H. Colquitt,"
9606,race,European_Americans,Samuel_Elbert,interno_singolo,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,41,TRUE,"CS1 maint: location
""Order book of Samuel ","CS1 maint: location\\n""Order book of Samuel ","CS1 maint: location ""Order book of Samuel"
9625,race,European_Americans,Button_Gwinnett,interno_singolo,1,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,44,TRUE,"Biography of   Button Gwinnett
Georgia Signers ",Biography of   Button Gwinnett\\nGeorgia Signers ,Biography of Button Gwinnett Georgia Signers
9626,race,European_Americans,Button_Gwinnett,interno_singolo,1,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,44,TRUE,"Charles A. Goodrich, 1856
Button Gwinnett at ","Charles A. Goodrich, 1856\\nButton Gwinnett at ","Charles A. Goodrich, 1856 Button Gwinnett at"
9633,race,European_Americans,James_Henry_Hammond,interno_singolo,1,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,57,TRUE,"Cotton is King speech before Congress
James Henry Hammond ",Cotton is King speech before Congress\\nJames Henry Hammond ,Cotton is King speech before Congress James Henry Hammond
