"dominio","categoria","prompt","prompt_per_generazione","prompt_pulito","is_duplicato_cross_categoria","outlier_lunghezza","ultima_parola_sospetta","flag_qualita_strutturale"
"profession","scientific_occupations","Areas of current mechanical engineering research in ","Areas of current mechanical engineering research in ","Areas of current mechanical engineering research in",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","(Mathematicians are [like] a sort of ","(Mathematicians are [like] a sort of ","(Mathematicians are [like] a sort of",FALSE,FALSE,FALSE,TRUE
"profession","scientific_occupations","Aristotle defined mathematics as ""the science ","Aristotle defined mathematics as ""the science ","Aristotle defined mathematics as ""the science",FALSE,FALSE,FALSE,TRUE
"profession","scientific_occupations","Some just say, ""Mathematics is what ","Some just say, ""Mathematics is what ","Some just say, ""Mathematics is what",FALSE,FALSE,FALSE,TRUE
"profession","scientific_occupations","""Several authors consider that mathematics is ","""Several authors consider that mathematics is ","""Several authors consider that mathematics is",FALSE,FALSE,FALSE,TRUE
"profession","scientific_occupations","(See imaginary number for a ","(See imaginary number for a ","(See imaginary number for a",FALSE,FALSE,FALSE,TRUE
"profession","scientific_occupations","Most real numbers can only be ","Most real numbers can only be ","Most real numbers can only be",FALSE,FALSE,TRUE,FALSE
"profession","scientific_occupations","Another well-known number, proven to be ","Another well-known number, proven to be ","Another well-known number, proven to be",FALSE,FALSE,TRUE,FALSE
"profession","scientific_occupations","Any odd number n may be ","Any odd number n may be ","Any odd number n may be",FALSE,FALSE,TRUE,FALSE
"profession","scientific_occupations","(2001) [1994], ""Number"",  in ","(2001) [1994], ""Number"",  in ","(2001) [1994], ""Number"", in",FALSE,TRUE,FALSE,TRUE
"profession","scientific_occupations","Data are characteristics or information, usually ","Data are characteristics or information, usually ","Data are characteristics or information, usually",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","In a more technical sense, data ","In a more technical sense, data ","In a more technical sense, data",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","In some popular publications, data is ","In some popular publications, data is ","In some popular publications, data is",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Data is employed in scientific research, ","Data is employed in scientific research, ","Data is employed in scientific research,",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Data is measured, collected and reported, ","Data is measured, collected and reported, ","Data is measured, collected and reported,",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Data as a general concept refers to ","Data as a general concept refers to ","Data as a general concept refers to",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Raw data is a collection of ","Raw data is a collection of ","Raw data is a collection of",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Raw data needs to be corrected ","Raw data needs to be corrected ","Raw data needs to be corrected",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Data processing commonly occurs by stages, ","Data processing commonly occurs by stages, ","Data processing commonly occurs by stages,",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Field data is raw data that ","Field data is raw data that ","Field data is raw data that",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Experimental data is data that is ","Experimental data is data that is ","Experimental data is data that is",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Data has been described as the ","Data has been described as the ","Data has been described as the",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","The word ""data"" was first used ","The word ""data"" was first used ","The word ""data"" was first used",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","The expression ""data processing"" was first ","The expression ""data processing"" was first ","The expression ""data processing"" was first",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Data may be used as a ","Data may be used as a ","Data may be used as a",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","However, in everyday language, ""data"" is ","However, in everyday language, ""data"" is ","However, in everyday language, ""data"" is",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","According to a common view, data ","According to a common view, data ","According to a common view, data",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","This data may be included in ","This data may be included in ","This data may be included in",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Data is often assumed to be ","Data is often assumed to be ","Data is often assumed to be",TRUE,FALSE,TRUE,FALSE
"profession","scientific_occupations","In this view, data becomes information ","In this view, data becomes information ","In this view, data becomes information",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","These patterns in data are seen ","These patterns in data are seen ","These patterns in data are seen",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Marks are no longer considered data ","Marks are no longer considered data ","Marks are no longer considered data",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Some special forms of data are ","Some special forms of data are ","Some special forms of data are",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","The prototypical example of metadata is ","The prototypical example of metadata is ","The prototypical example of metadata is",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Data analysis methodologies vary and include ","Data analysis methodologies vary and include ","Data analysis methodologies vary and include",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","The data is thereafter ""percolated"" using ","The data is thereafter ""percolated"" using ","The data is thereafter ""percolated"" using",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","""Structure in philosophy, mathematics and ","""Structure in philosophy, mathematics and ","""Structure in philosophy, mathematics and",FALSE,FALSE,FALSE,TRUE
"profession","scientific_occupations","""space""), or in the Physics of ","""space""), or in the Physics of ","""space""), or in the Physics of",FALSE,FALSE,FALSE,TRUE
"profession","scientific_occupations","Newton called his calculus ""the science of ","Newton called his calculus ""the science of ","Newton called his calculus ""the science of",FALSE,FALSE,FALSE,TRUE
"profession","scientific_occupations","The fundamental theorem of calculus states: If ","The fundamental theorem of calculus states: If ","The fundamental theorem of calculus states: If",FALSE,FALSE,TRUE,FALSE
"profession","scientific_occupations","Calculus Made Easy by Silvanus P. ","Calculus Made Easy by Silvanus P. ","Calculus Made Easy by Silvanus P.",FALSE,FALSE,TRUE,FALSE
"profession","scientific_occupations","Kouba
Donald Allen's notes on calculus
Calculus training ","Kouba Donald Allen's notes on calculus Calculus training ","Kouba Donald Allen's notes on calculus Calculus training",FALSE,FALSE,FALSE,TRUE
"profession","scientific_occupations","Private income is either:

any type of income ","Private income is either:  any type of income ","Private income is either: any type of income",FALSE,FALSE,FALSE,TRUE
"profession","scientific_occupations","""Modern science is typically divided into ","""Modern science is typically divided into ","""Modern science is typically divided into",FALSE,FALSE,FALSE,TRUE
"profession","scientific_occupations","Science has been described as ""the ","Science has been described as ""the ","Science has been described as ""the",FALSE,FALSE,FALSE,TRUE
"profession","scientific_occupations","Wikibooks.orgResources

Euroscience
Classification of the Sciences in ","Wikibooks.orgResources  Euroscience Classification of the Sciences in ","Wikibooks.orgResources Euroscience Classification of the Sciences in",FALSE,FALSE,FALSE,TRUE
"profession","scientific_occupations","A psychologist studies normal and abnormal ","A psychologist studies normal and abnormal ","A psychologist studies normal and abnormal",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Most psychologists need a license to ","Most psychologists need a license to ","Most psychologists need a license to",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Typically, psychologists need a doctoral degree ","Typically, psychologists need a doctoral degree ","Typically, psychologists need a doctoral degree",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Psychologists can work in applied or ","Psychologists can work in applied or ","Psychologists can work in applied or",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Academic psychologists educate higher-education students as ","Academic psychologists educate higher-education students as ","Academic psychologists educate higher-education students as",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Psychologists typically have one of two ","Psychologists typically have one of two ","Psychologists typically have one of two",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Clinical and counseling psychologists may also ","Clinical and counseling psychologists may also ","Clinical and counseling psychologists may also",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","In five US states, psychologists with ","In five US states, psychologists with ","In five US states, psychologists with",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","In addition, psychologists spend several years ","In addition, psychologists spend several years ","In addition, psychologists spend several years",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","The restriction for psychologists is governed by ","The restriction for psychologists is governed by ","The restriction for psychologists is governed by",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","There are about 6,200 licensed psychologists ","There are about 6,200 licensed psychologists ","There are about 6,200 licensed psychologists",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Psychologists in Greece are legally required ","Psychologists in Greece are legally required ","Psychologists in Greece are legally required",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Psychologists in Greece are not required ","Psychologists in Greece are not required ","Psychologists in Greece are not required",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","The Dutch professional association of psychologists, ","The Dutch professional association of psychologists, ","The Dutch professional association of psychologists,",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","The titles ""psychotherapist"" and ""healthcare psychologist"" ","The titles ""psychotherapist"" and ""healthcare psychologist"" ","The titles ""psychotherapist"" and ""healthcare psychologist""",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","The titles ""clinical psychologist"", ""counseling psychologist"", ","The titles ""clinical psychologist"", ""counseling psychologist"", ","The titles ""clinical psychologist"", ""counseling psychologist"",",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","The title of ""neuropsychologist"" is not ","The title of ""neuropsychologist"" is not ","The title of ""neuropsychologist"" is not",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","The title of ""psychologist"", by itself, ","The title of ""psychologist"", by itself, ","The title of ""psychologist"", by itself,",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Psychologists in the United States campaigned ","Psychologists in the United States campaigned ","Psychologists in the United States campaigned",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","By 1997, ten psychologists were trained ","By 1997, ten psychologists were trained ","By 1997, ten psychologists were trained",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Clinical and Counseling psychologists in the ","Clinical and Counseling psychologists in the ","Clinical and Counseling psychologists in the",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Licensure as a psychologist takes an ","Licensure as a psychologist takes an ","Licensure as a psychologist takes an",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","""Nora Volkow: Motivated Neuroscientist""  in ","""Nora Volkow: Motivated Neuroscientist""  in ","""Nora Volkow: Motivated Neuroscientist"" in",FALSE,FALSE,FALSE,TRUE
"profession","scientific_occupations","""Central Issues Relevant to Clinical Pharmaceutical Scientist ","""Central Issues Relevant to Clinical Pharmaceutical Scientist ","""Central Issues Relevant to Clinical Pharmaceutical Scientist",FALSE,FALSE,FALSE,TRUE
"profession","scientific_occupations","""Assessment of the NASA Manned Maneuvering ","""Assessment of the NASA Manned Maneuvering ","""Assessment of the NASA Manned Maneuvering",FALSE,FALSE,FALSE,TRUE
"profession","scientific_occupations","The Space Shuttle was not launched if ","The Space Shuttle was not launched if ","The Space Shuttle was not launched if",FALSE,FALSE,TRUE,FALSE
"profession","scientific_occupations","Physical Chemistry ISBN 0-19-879285-9
Atkins, ","Physical Chemistry ISBN 0-19-879285-9 Atkins, ","Physical Chemistry ISBN 0-19-879285-9 Atkins,",FALSE,FALSE,FALSE,TRUE
"profession","scientific_occupations","Ecologists seek to explain:

Life processes, interactions, ","Ecologists seek to explain:  Life processes, interactions, ","Ecologists seek to explain: Life processes, interactions,",FALSE,FALSE,FALSE,TRUE
"profession","scientific_occupations","Professional economists are expected to be ","Professional economists are expected to be ","Professional economists are expected to be",FALSE,FALSE,TRUE,FALSE
"profession","scientific_occupations","According to Chaturvedy,

Political scientists may serve as ","According to Chaturvedy,  Political scientists may serve as ","According to Chaturvedy, Political scientists may serve as",FALSE,FALSE,FALSE,TRUE
"profession","scientific_occupations","Noel, Hans ""Ten Things Political Scientists Know ","Noel, Hans ""Ten Things Political Scientists Know ","Noel, Hans ""Ten Things Political Scientists Know",FALSE,FALSE,FALSE,TRUE
"profession","scientific_occupations","The following are lists of occupations grouped by ","The following are lists of occupations grouped by ","The following are lists of occupations grouped by",TRUE,FALSE,FALSE,FALSE
"profession","scientific_occupations","Sir Isaac Newton  was an English ","Sir Isaac Newton  was an English ","Sir Isaac Newton was an English",FALSE,FALSE,FALSE,TRUE
"profession","scientific_occupations","""Archival material relating to Isaac ","""Archival material relating to Isaac ","""Archival material relating to Isaac",FALSE,FALSE,FALSE,TRUE
"profession","entertainer_occupations","""Court entertainment often moved from being ","""Court entertainment often moved from being ","""Court entertainment often moved from being",FALSE,FALSE,FALSE,TRUE
"profession","entertainer_occupations","Most forms of entertainment can be ","Most forms of entertainment can be ","Most forms of entertainment can be",FALSE,FALSE,TRUE,FALSE
"profession","entertainer_occupations","It is ""not only entertainment, ","It is ""not only entertainment, ","It is ""not only entertainment,",FALSE,FALSE,FALSE,TRUE
"profession","entertainer_occupations","What kind of entertainment should be ","What kind of entertainment should be ","What kind of entertainment should be",FALSE,FALSE,TRUE,FALSE
"profession","entertainer_occupations","An actor is a person who ","An actor is a person who ","An actor is a person who",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","The actor performs ""in the flesh"" ","The actor performs ""in the flesh"" ","The actor performs ""in the flesh""",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","The actor's interpretation of their role—the ","The actor's interpretation of their role—the ","The actor's interpretation of their role—the",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Interpretation occurs even when the actor ","Interpretation occurs even when the actor ","Interpretation occurs even when the actor",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","In honor of Thespis, actors are ","In honor of Thespis, actors are ","In honor of Thespis, actors are",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","The exclusively male actors in the ","The exclusively male actors in the ","The exclusively male actors in the",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Small nomadic bands of actors traveled ","Small nomadic bands of actors traveled ","Small nomadic bands of actors traveled",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Traditionally, actors were not of high ","Traditionally, actors were not of high ","Traditionally, actors were not of high",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Early Middle Ages actors were denounced by ","Early Middle Ages actors were denounced by ","Early Middle Ages actors were denounced by",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","The majority of actors in these ","The majority of actors in these ","The majority of actors in these",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Commedia dell'arte was an actor-centred theatre, ","Commedia dell'arte was an actor-centred theatre, ","Commedia dell'arte was an actor-centred theatre,",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Most actors were paid a share ","Most actors were paid a share ","Most actors were paid a share",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","The rise of the actor as ","The rise of the actor as ","The rise of the actor as",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Actors puts themselves in the mindset ","Actors puts themselves in the mindset ","Actors puts themselves in the mindset",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Meisner technique requires the actor to ","Meisner technique requires the actor to ","Meisner technique requires the actor to",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Actor is also used before the ","Actor is also used before the ","Actor is also used before the",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","I'm an actor – I can ","I'm an actor – I can ","I'm an actor – I can",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Also, actors in improvisational theatre may ","Also, actors in improvisational theatre may ","Also, actors in improvisational theatre may",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Actors also have to learn the ","Actors also have to learn the ","Actors also have to learn the",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Actors may have to simulate hand-to-hand ","Actors may have to simulate hand-to-hand ","Actors may have to simulate hand-to-hand",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Actors are coached by fight directors, ","Actors are coached by fight directors, ","Actors are coached by fight directors,",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Silent film actors emphasized body language ","Silent film actors emphasized body language ","Silent film actors emphasized body language",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","The pervading presence of stage actors ","The pervading presence of stage actors ","The pervading presence of stage actors",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Film actors need to learn to ","Film actors need to learn to ","Film actors need to learn to",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Film actors also need to learn how to ","Film actors also need to learn how to ","Film actors also need to learn how to",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Unlike theater actors, who develop characters ","Unlike theater actors, who develop characters ","Unlike theater actors, who develop characters",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Actors who are new to on-screen ","Actors who are new to on-screen ","Actors who are new to on-screen",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","TV actors need to learn to ","TV actors need to learn to ","TV actors need to learn to",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","TV actors need to understand the ","TV actors need to understand the ","TV actors need to understand the",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Actors in recurring roles are ","Actors in recurring roles are ","Actors in recurring roles are",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Actors' Equity Association: a union representing ","Actors' Equity Association: a union representing ","Actors' Equity Association: a union representing",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","British Actors' Equity: a trade union ","British Actors' Equity: a trade union ","British Actors' Equity: a trade union",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","""The Benshi's New Face: Defining Cinema ","""The Benshi's New Face: Defining Cinema ","""The Benshi's New Face: Defining Cinema",FALSE,FALSE,FALSE,TRUE
"profession","entertainer_occupations","They found that comedians scored ""significantly ","They found that comedians scored ""significantly ","They found that comedians scored ""significantly",FALSE,FALSE,FALSE,TRUE
"profession","entertainer_occupations","Participatory dancers often all employ the ","Participatory dancers often all employ the ","Participatory dancers often all employ the",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","The American dancer Ted Shawn wrote; ","The American dancer Ted Shawn wrote; ","The American dancer Ted Shawn wrote;",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Scholes, not a dancer but a ","Scholes, not a dancer but a ","Scholes, not a dancer but a",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","The rhythm of the dancers' feet ","The rhythm of the dancers' feet ","The rhythm of the dancers' feet",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Professional dancers began to take the ","Professional dancers began to take the ","Professional dancers began to take the",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","The professional life of a dancer ","The professional life of a dancer ","The professional life of a dancer",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Consequently, professional dancers often must supplement ","Consequently, professional dancers often must supplement ","Consequently, professional dancers often must supplement",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","In the U.S. many professional dancers ","In the U.S. many professional dancers ","In the U.S. many professional dancers",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Professional dancers must possess large amounts of ","Professional dancers must possess large amounts of ","Professional dancers must possess large amounts of",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","American drag queen RuPaul once said, ""I ","American drag queen RuPaul once said, ""I ","American drag queen RuPaul once said, ""I",FALSE,FALSE,TRUE,TRUE
"profession","entertainer_occupations","""Drag queens are sometimes called transvestites, although ","""Drag queens are sometimes called transvestites, although ","""Drag queens are sometimes called transvestites, although",FALSE,FALSE,FALSE,TRUE
"profession","entertainer_occupations","""And that is what drag king has ","""And that is what drag king has ","""And that is what drag king has",FALSE,FALSE,FALSE,TRUE
"profession","entertainer_occupations","""In recent years, some drag king performers ","""In recent years, some drag king performers ","""In recent years, some drag king performers",FALSE,FALSE,FALSE,TRUE
"profession","entertainer_occupations",""".The English term ""geisha girl"" soon ",""".The English term ""geisha girl"" soon ",""".The English term ""geisha girl"" soon",FALSE,FALSE,FALSE,TRUE
"profession","entertainer_occupations","Daniel Mann
The Barbarian and the ","Daniel Mann The Barbarian and the ","Daniel Mann The Barbarian and the",FALSE,FALSE,FALSE,TRUE
"profession","entertainer_occupations","Hideo Gosha
The World of ","Hideo Gosha The World of ","Hideo Gosha The World of",FALSE,FALSE,FALSE,TRUE
"profession","entertainer_occupations","Yang Yun-ho
Memoirs of a ","Yang Yun-ho Memoirs of a ","Yang Yun-ho Memoirs of a",FALSE,FALSE,FALSE,TRUE
"profession","entertainer_occupations","Some modern illusionists believe that it ","Some modern illusionists believe that it ","Some modern illusionists believe that it",FALSE,FALSE,TRUE,FALSE
"profession","entertainer_occupations","kobzari Ukrainian: кобзарі) was an itinerant ","kobzari Ukrainian: кобзарі) was an itinerant ","kobzari Ukrainian: кобзарі) was an itinerant",FALSE,FALSE,FALSE,TRUE
"profession","entertainer_occupations","The field appears as follows:

MIME-Version: 1.0

According to ","The field appears as follows:  MIME-Version: 1.0  According to ","The field appears as follows: MIME-Version: 1.0 According to",FALSE,TRUE,FALSE,TRUE
"profession","entertainer_occupations","A MIME part can have:

an inline ","A MIME part can have:  an inline ","A MIME part can have: an inline",FALSE,FALSE,FALSE,TRUE
"profession","entertainer_occupations","Free Online PHP MIME checker
Free Online ","Free Online PHP MIME checker Free Online ","Free Online PHP MIME checker Free Online",FALSE,FALSE,FALSE,TRUE
"profession","entertainer_occupations","Edward II and Minstrels, Edward II ","Edward II and Minstrels, Edward II ","Edward II and Minstrels, Edward II",FALSE,FALSE,TRUE,FALSE
"profession","entertainer_occupations","A musician is a person who ","A musician is a person who ","A musician is a person who",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","A musician who plays a musical instrument ","A musician who plays a musical instrument ","A musician who plays a musical instrument",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Musicians can specialize in any musical ","Musicians can specialize in any musical ","Musicians can specialize in any musical",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Examples of a musician's possible skills include ","Examples of a musician's possible skills include ","Examples of a musician's possible skills include",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","In 20th-century music, composers and musicians ","In 20th-century music, composers and musicians ","In 20th-century music, composers and musicians",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Musicians wrote to be ""...objective, while ","Musicians wrote to be ""...objective, while ","Musicians wrote to be ""...objective, while",TRUE,FALSE,FALSE,TRUE
"profession","entertainer_occupations","Painters deal practically with pigments, so ","Painters deal practically with pigments, so ","Painters deal practically with pigments, so",FALSE,FALSE,TRUE,FALSE
"profession","entertainer_occupations","In that same year, American photographer ","In that same year, American photographer ","In that same year, American photographer",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Many photographers continue to produce some ","Many photographers continue to produce some ","Many photographers continue to produce some",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","This provides the photographer with the ","This provides the photographer with the ","This provides the photographer with the",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Russian photographer Sergei Mikhailovich Prokudin-Gorskii made ","Russian photographer Sergei Mikhailovich Prokudin-Gorskii made ","Russian photographer Sergei Mikhailovich Prokudin-Gorskii made",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Many of these photographers work freelance ","Many of these photographers work freelance ","Many of these photographers work freelance",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","At first, fine art photographers tried ","At first, fine art photographers tried ","At first, fine art photographers tried",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Photographers decide what to take a ","Photographers decide what to take a ","Photographers decide what to take a",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","A showgirl is a female dancer ","A showgirl is a female dancer ","A showgirl is a female dancer",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","The trafficking of showgirls for the ","The trafficking of showgirls for the ","The trafficking of showgirls for the",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Showgirls were presented in Las Vegas ","Showgirls were presented in Las Vegas ","Showgirls were presented in Las Vegas",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Showgirl themes can be seen at ","Showgirl themes can be seen at ","Showgirl themes can be seen at",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Several showgirl cars are seen at ","Several showgirl cars are seen at ","Several showgirl cars are seen at",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Singers may perform as soloists or ","Singers may perform as soloists or ","Singers may perform as soloists or",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Professional singers usually build their careers ","Professional singers usually build their careers ","Professional singers usually build their careers",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Professional singers usually take voice training ","Professional singers usually take voice training ","Professional singers usually take voice training",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Singers can also learn to project ","Singers can also learn to project ","Singers can also learn to project",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","The primary method for singers to ","The primary method for singers to ","The primary method for singers to",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Voice classification
Vocal styles: for classical singers, ","Voice classification Vocal styles: for classical singers, ","Voice classification Vocal styles: for classical singers,",TRUE,FALSE,FALSE,TRUE
"profession","entertainer_occupations","With an effective singer or speaker, ","With an effective singer or speaker, ","With an effective singer or speaker,",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Singers should be thinking constantly about ","Singers should be thinking constantly about ","Singers should be thinking constantly about",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","A singer does not hear the ","A singer does not hear the ","A singer does not hear the",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Vocal pedagogists teach that a singer ","Vocal pedagogists teach that a singer ","Vocal pedagogists teach that a singer",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Generally speaking, a singer's mouth should ","Generally speaking, a singer's mouth should ","Generally speaking, a singer's mouth should",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Many singers abandon conscious controls before ","Many singers abandon conscious controls before ","Many singers abandon conscious controls before",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Some singers use vibrato as a ","Some singers use vibrato as a ","Some singers use vibrato as a",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","As well, pop singers who use ","As well, pop singers who use ","As well, pop singers who use",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","While some bands use backup singers ","While some bands use backup singers ","While some bands use backup singers",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Additionally, singers need to have the ","Additionally, singers need to have the ","Additionally, singers need to have the",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","As well, aspiring singers need to ","As well, aspiring singers need to ","As well, aspiring singers need to",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Some singers learn other music jobs, ","Some singers learn other music jobs, ","Some singers learn other music jobs,",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Some singers put videos on YouTube ","Some singers put videos on YouTube ","Some singers put videos on YouTube",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Singers market themselves to buyers of ","Singers market themselves to buyers of ","Singers market themselves to buyers of",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Some singers hire an agent or ","Some singers hire an agent or ","Some singers hire an agent or",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Many singers also reported that the ","Many singers also reported that the ","Many singers also reported that the",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","It also allows singers to breathe ","It also allows singers to breathe ","It also allows singers to breathe",TRUE,FALSE,FALSE,FALSE
